Regiao;Estado;Municipio;Revenda;CNPJ;Produto;Data da Coleta;Valor de Venda;Bandeira
SE;SP;SALTO;POSTO DOIS MIL SALTO LTDA; 24.173.688/0001-70;ETANOL;05/02/2025;4,19;RAIZEN
SE;SP;GUARULHOS;AUTO POSTO ASEA LTDA; 27.839.559/0001-66;GASOLINA;05/02/2025;5,79;BRANCA
SE;SP;GUARULHOS;AUTO POSTO ASEA LTDA; 27.839.559/0001-66;DIESEL S10;05/02/2025;6,09;BRANCA
SE;SP;GUARULHOS;AUTO POSTO ASEA LTDA; 27.839.559/0001-66;ETANOL;05/02/2025;3,94;BRANCA
SE;SP;CUBATAO;AUTO POSTO CIDADE CUBATAO EIRELI; 19.809.830/0001-92;GASOLINA;05/02/2025;6,59;VIBRA
SE;SP;CUBATAO;AUTO POSTO CIDADE CUBATAO EIRELI; 19.809.830/0001-92;DIESEL S10;05/02/2025;7,15;VIBRA
SE;SP;CUBATAO;AUTO POSTO CIDADE CUBATAO EIRELI; 19.809.830/0001-92;ETANOL;05/02/2025;4,65;VIBRA
SE;SP;PARAGUACU PAULISTA;AUTO POSTO E CONVENIENCIA CASA AMARELA LTDA - EPP; 27.839.650/0001-81;GASOLINA;05/02/2025;6,09;IPIRANGA
SE;SP;PARAGUACU PAULISTA;AUTO POSTO E CONVENIENCIA CASA AMARELA LTDA - EPP; 27.839.650/0001-81;DIESEL S10;05/02/2025;6,88;IPIRANGA
SE;SP;PARAGUACU PAULISTA;AUTO POSTO E CONVENIENCIA CASA AMARELA LTDA - EPP; 27.839.650/0001-81;ETANOL;05/02/2025;3,99;IPIRANGA
SE;SP;MARILIA;AUTO POSTO KAWAKAMI LTDA; 28.973.159/0001-01;GASOLINA;05/02/2025;5,61;BRANCA
SE;SP;MARILIA;AUTO POSTO KAWAKAMI LTDA; 28.973.159/0001-01;DIESEL S10;05/02/2025;5,99;BRANCA
SE;SP;MARILIA;AUTO POSTO KAWAKAMI LTDA; 28.973.159/0001-01;ETANOL;05/02/2025;3,71;BRANCA
SE;SP;PARAGUACU PAULISTA;AUTO POSTO MENDES EIRELI; 29.711.154/0001-73;GASOLINA;05/02/2025;5,99;BRANCA
SE;SP;PARAGUACU PAULISTA;AUTO POSTO MENDES EIRELI; 29.711.154/0001-73;ETANOL;05/02/2025;3,99;BRANCA
SE;SP;HORTOLANDIA;AUTO POSTO KNOX LTDA; 27.382.066/0001-40;GASOLINA;05/02/2025;6,29;RAIZEN
SE;SP;HORTOLANDIA;AUTO POSTO KNOX LTDA; 27.382.066/0001-40;DIESEL S10;05/02/2025;6,49;RAIZEN
SE;SP;HORTOLANDIA;AUTO POSTO KNOX LTDA; 27.382.066/0001-40;ETANOL;05/02/2025;4,29;RAIZEN
SE;SP;VOTUPORANGA;GLAUCO TINO CAPRIO LTDA; 31.844.344/0001-00;ETANOL;05/02/2025;3,84;BRANCA
SE;SP;TATUI;CENTRO AUTOMOTIVO TATUI LTDA; 31.423.190/0001-83;GASOLINA;05/02/2025;6,07;IPIRANGA
SE;SP;TATUI;CENTRO AUTOMOTIVO TATUI LTDA; 31.423.190/0001-83;ETANOL;05/02/2025;5,99;IPIRANGA
SE;SP;GUARULHOS;AUTO POSTO GRAN JK LTDA; 31.179.246/0001-04;GASOLINA;05/02/2025;5,89;BRANCA
SE;SP;GUARULHOS;AUTO POSTO GRAN JK LTDA; 31.179.246/0001-04;ETANOL;05/02/2025;3,97;BRANCA
SE;SP;PARAGUACU PAULISTA;AUTO POSTO MENDES EIRELI; 29.711.154/0002-54;GASOLINA;05/02/2025;6,09;BRANCA
SE;SP;PARAGUACU PAULISTA;AUTO POSTO MENDES EIRELI; 29.711.154/0002-54;DIESEL S10;05/02/2025;6,69;BRANCA
SE;SP;PARAGUACU PAULISTA;AUTO POSTO MENDES EIRELI; 29.711.154/0002-54;ETANOL;05/02/2025;4,09;BRANCA
SE;SP;CARAGUATATUBA;AUTO POSTO PRAIA DE SAO FRANCISCO LTDA; 04.736.440/0005-96;GASOLINA;05/02/2025;5,89;BRANCA
SE;SP;CARAGUATATUBA;AUTO POSTO PRAIA DE SAO FRANCISCO LTDA; 04.736.440/0005-96;DIESEL S10;05/02/2025;6,19;BRANCA
SE;SP;CARAGUATATUBA;AUTO POSTO PRAIA DE SAO FRANCISCO LTDA; 04.736.440/0005-96;ETANOL;05/02/2025;4,19;BRANCA
SE;SP;HORTOLANDIA;AUTO POSTO BEIRA RIO HORTOLANDIA LTDA; 21.367.194/0001-38;GASOLINA;05/02/2025;6,39;VIBRA
SE;SP;HORTOLANDIA;AUTO POSTO BEIRA RIO HORTOLANDIA LTDA; 21.367.194/0001-38;DIESEL S10;05/02/2025;6,79;VIBRA
SE;SP;HORTOLANDIA;AUTO POSTO BEIRA RIO HORTOLANDIA LTDA; 21.367.194/0001-38;ETANOL;05/02/2025;4,29;VIBRA
SE;SP;ARACATUBA;JULIO CASTILHO COMBUSTIVEIS E CONSTRUCOES EIRELI; 31.819.819/0001-09;GASOLINA;05/02/2025;6,08;VIBRA
SE;SP;ARACATUBA;JULIO CASTILHO COMBUSTIVEIS E CONSTRUCOES EIRELI; 31.819.819/0001-09;DIESEL S10;05/02/2025;6,49;VIBRA
SE;SP;ARACATUBA;JULIO CASTILHO COMBUSTIVEIS E CONSTRUCOES EIRELI; 31.819.819/0001-09;ETANOL;05/02/2025;3,78;VIBRA
SE;SP;ARACATUBA;RODOPOSTO PARAISO LTDA; 27.886.671/0001-58;GASOLINA;05/02/2025;6,19;BRANCA
SE;SP;ARACATUBA;RODOPOSTO PARAISO LTDA; 27.886.671/0001-58;DIESEL S10;05/02/2025;5,87;BRANCA
SE;SP;ARACATUBA;RODOPOSTO PARAISO LTDA; 27.886.671/0001-58;ETANOL;05/02/2025;3,67;BRANCA
SE;SP;ITU;AUTO POSTO SAO BENTO DE ITU LTDA; 32.001.664/0001-61;GASOLINA;05/02/2025;6,19;ALE
SE;SP;ITU;AUTO POSTO SAO BENTO DE ITU LTDA; 32.001.664/0001-61;DIESEL S10;05/02/2025;6,09;ALE
SE;SP;ITU;AUTO POSTO SAO BENTO DE ITU LTDA; 32.001.664/0001-61;ETANOL;05/02/2025;4,29;ALE
SE;SP;MARILIA;POSTO 2 IRMAOS DE MARILIA LTDA; 35.539.508/0001-47;GASOLINA;05/02/2025;5,59;BRANCA
SE;SP;MARILIA;POSTO 2 IRMAOS DE MARILIA LTDA; 35.539.508/0001-47;DIESEL S10;05/02/2025;5,99;BRANCA
SE;SP;MARILIA;POSTO 2 IRMAOS DE MARILIA LTDA; 35.539.508/0001-47;ETANOL;05/02/2025;3,69;BRANCA
SE;SP;PARAGUACU PAULISTA;AUTO POSTO KAWAKAMI LTDA; 28.973.159/0003-73;GASOLINA;05/02/2025;5,79;BRANCA
SE;SP;PARAGUACU PAULISTA;AUTO POSTO KAWAKAMI LTDA; 28.973.159/0003-73;DIESEL S10;05/02/2025;6,19;BRANCA
SE;SP;PARAGUACU PAULISTA;AUTO POSTO KAWAKAMI LTDA; 28.973.159/0003-73;ETANOL;05/02/2025;3,89;BRANCA
SE;SP;HORTOLANDIA;AUTO POSTO MARIANA LTDA; 31.564.444/0001-83;GASOLINA;05/02/2025;6,09;IPIRANGA
SE;SP;HORTOLANDIA;AUTO POSTO MARIANA LTDA; 31.564.444/0001-83;DIESEL S10;05/02/2025;6,19;IPIRANGA
SE;SP;HORTOLANDIA;AUTO POSTO MARIANA LTDA; 31.564.444/0001-83;ETANOL;05/02/2025;4,09;IPIRANGA
SE;SP;GUARULHOS;CENTRO AUTOMOTIVO PUGLIA LTDA; 38.033.703/0001-99;GASOLINA;05/02/2025;6,49;IPIRANGA
SE;SP;GUARULHOS;CENTRO AUTOMOTIVO PUGLIA LTDA; 38.033.703/0001-99;DIESEL S10;05/02/2025;6,49;IPIRANGA
SE;SP;GUARULHOS;CENTRO AUTOMOTIVO PUGLIA LTDA; 38.033.703/0001-99;ETANOL;05/02/2025;4,29;IPIRANGA
SE;SP;MOCOCA;AUTO POSTO MOCOQUINHA EIRELI; 37.244.733/0001-81;GASOLINA;05/02/2025;5,93;BRANCA
SE;SP;MOCOCA;AUTO POSTO MOCOQUINHA EIRELI; 37.244.733/0001-81;DIESEL S10;05/02/2025;5,99;BRANCA
SE;SP;MOCOCA;AUTO POSTO MOCOQUINHA EIRELI; 37.244.733/0001-81;ETANOL;05/02/2025;3,93;BRANCA
SE;SP;CACAPAVA;POSTO SOL DA DUTRA LTDA.; 06.012.414/0007-02;GASOLINA;05/02/2025;5,94;VIBRA
SE;SP;CACAPAVA;POSTO SOL DA DUTRA LTDA.; 06.012.414/0007-02;DIESEL S10;05/02/2025;6,09;VIBRA
SE;SP;CACAPAVA;POSTO SOL DA DUTRA LTDA.; 06.012.414/0007-02;ETANOL;05/02/2025;4,09;VIBRA
SE;SP;MOGI GUACU;AUTO POSTO PASSARELLA DE MOGI GUACU LTDA; 35.479.681/0001-05;GASOLINA;05/02/2025;5,57;BRANCA
SE;SP;MOGI GUACU;AUTO POSTO PASSARELLA DE MOGI GUACU LTDA; 35.479.681/0001-05;DIESEL S10;05/02/2025;5,89;BRANCA
SE;SP;MOGI GUACU;AUTO POSTO PASSARELLA DE MOGI GUACU LTDA; 35.479.681/0001-05;ETANOL;05/02/2025;3,77;BRANCA
SE;SP;MOCOCA;AUTO POSTO MOCOCAO 2 LTDA; 32.648.723/0001-98;GASOLINA;05/02/2025;6,19;BRANCA
SE;SP;MOCOCA;AUTO POSTO MOCOCAO 2 LTDA; 32.648.723/0001-98;DIESEL S10;05/02/2025;6,39;BRANCA
SE;SP;MOCOCA;AUTO POSTO MOCOCAO 2 LTDA; 32.648.723/0001-98;ETANOL;05/02/2025;4,19;BRANCA
SE;SP;GUARULHOS;AUTO POSTO BONSUCESSO DE GUARULHOS LTDA.; 40.273.744/0001-02;GASOLINA;05/02/2025;5,99;BRANCA
SE;SP;GUARULHOS;AUTO POSTO BONSUCESSO DE GUARULHOS LTDA.; 40.273.744/0001-02;ETANOL;05/02/2025;3,99;BRANCA
SE;SP;ITAPEVA;AUTO POSTO ITASUL LTDA; 42.678.678/0001-78;GASOLINA;05/02/2025;6,39;TAURUS
SE;SP;ITAPEVA;AUTO POSTO ITASUL LTDA; 42.678.678/0001-78;DIESEL S10;05/02/2025;6,49;TAURUS
SE;SP;ITAPEVA;AUTO POSTO ITASUL LTDA; 42.678.678/0001-78;ETANOL;05/02/2025;4,49;TAURUS
SE;SP;TATUI;AUTO POSTO AMAI CIDADE TERNURA LTDA; 00.893.950/0001-92;GASOLINA;05/02/2025;6,49;BRANCA
SE;SP;TATUI;AUTO POSTO AMAI CIDADE TERNURA LTDA; 00.893.950/0001-92;DIESEL S10;05/02/2025;6,19;BRANCA
SE;SP;TATUI;AUTO POSTO AMAI CIDADE TERNURA LTDA; 00.893.950/0001-92;ETANOL;05/02/2025;4,49;BRANCA
SE;SP;GUARULHOS;AUTO POSTO TENENTE AVIADOR LTDA; 44.060.826/0001-11;GASOLINA;05/02/2025;6,09;RAIZEN
SE;SP;GUARULHOS;AUTO POSTO TENENTE AVIADOR LTDA; 44.060.826/0001-11;DIESEL S10;05/02/2025;6,29;RAIZEN
SE;SP;GUARULHOS;AUTO POSTO TENENTE AVIADOR LTDA; 44.060.826/0001-11;ETANOL;05/02/2025;4,09;RAIZEN
SE;SP;MARILIA;MAKRO ATACADISTA S.A; 47.427.653/0152-28;GASOLINA;05/02/2025;6,04;IPIRANGA
SE;SP;MARILIA;MAKRO ATACADISTA S.A; 47.427.653/0152-28;DIESEL S10;05/02/2025;6,29;IPIRANGA
SE;SP;MARILIA;MAKRO ATACADISTA S.A; 47.427.653/0152-28;ETANOL;05/02/2025;3,94;IPIRANGA
SE;SP;MARILIA;AUTO POSTO AVENIDA ESMERALDA LTDA; 06.143.204/0002-49;GASOLINA;05/02/2025;5,99;IPIRANGA
SE;SP;MARILIA;AUTO POSTO AVENIDA ESMERALDA LTDA; 06.143.204/0002-49;DIESEL S10;05/02/2025;6,09;IPIRANGA
SE;SP;MARILIA;AUTO POSTO AVENIDA ESMERALDA LTDA; 06.143.204/0002-49;ETANOL;05/02/2025;3,89;IPIRANGA
SE;SP;PIRASSUNUNGA;AUTO POSTO M&B DE PIRASSUNUNGA LTDA; 45.155.255/0001-61;GASOLINA;05/02/2025;5,89;BRANCA
SE;SP;PIRASSUNUNGA;AUTO POSTO M&B DE PIRASSUNUNGA LTDA; 45.155.255/0001-61;DIESEL S10;05/02/2025;5,99;BRANCA
SE;SP;PIRASSUNUNGA;AUTO POSTO M&B DE PIRASSUNUNGA LTDA; 45.155.255/0001-61;ETANOL;05/02/2025;3,99;BRANCA
SE;SP;GUARULHOS;AUTO POSTO E SERVICOS PHILIPS LTDA; 30.621.713/0001-33;GASOLINA;05/02/2025;5,87;IPIRANGA
SE;SP;GUARULHOS;AUTO POSTO E SERVICOS PHILIPS LTDA; 30.621.713/0001-33;ETANOL;05/02/2025;3,97;IPIRANGA
SE;SP;ITAPEVA;MARINHO POSTO DE SERVICOS E CONVENIENCIA LTDA; 52.871.242/0001-54;GASOLINA;05/02/2025;6,69;VIBRA
SE;SP;ITAPEVA;MARINHO POSTO DE SERVICOS E CONVENIENCIA LTDA; 52.871.242/0001-54;DIESEL S10;05/02/2025;6,79;VIBRA
SE;SP;ITAPEVA;MARINHO POSTO DE SERVICOS E CONVENIENCIA LTDA; 52.871.242/0001-54;ETANOL;05/02/2025;4,69;VIBRA
SE;SP;AVARE;SILVEIRA & DUARTE AVARÉ LTDA; 05.233.539/0001-04;GASOLINA;06/02/2025;6,09;BRANCA
SE;SP;AVARE;SILVEIRA & DUARTE AVARÉ LTDA; 05.233.539/0001-04;DIESEL S10;06/02/2025;7,29;BRANCA
SE;SP;AVARE;SILVEIRA & DUARTE AVARÉ LTDA; 05.233.539/0001-04;ETANOL;06/02/2025;4,19;BRANCA
SE;SP;AVARE;AUTO POSTO HELSID LTDA; 45.554.698/0001-25;GASOLINA;06/02/2025;6,29;VIBRA
SE;SP;AVARE;AUTO POSTO HELSID LTDA; 45.554.698/0001-25;DIESEL S10;06/02/2025;6,79;VIBRA
SE;SP;AVARE;AUTO POSTO HELSID LTDA; 45.554.698/0001-25;ETANOL;06/02/2025;4,39;VIBRA
SE;SP;CARAGUATATUBA;AUTO POSTO ARQUIPELAGO LTDA; 02.724.556/0001-56;GASOLINA;06/02/2025;6,59;RAIZEN
SE;SP;CARAGUATATUBA;AUTO POSTO ARQUIPELAGO LTDA; 02.724.556/0001-56;ETANOL;06/02/2025;4,79;RAIZEN
SE;SP;CATANDUVA;MANA COMERCIO DE COMBUSTIVEIS LTDA; 08.953.441/0001-10;GASOLINA;06/02/2025;6,09;IPIRANGA
SE;SP;CATANDUVA;MANA COMERCIO DE COMBUSTIVEIS LTDA; 08.953.441/0001-10;DIESEL S10;06/02/2025;6,59;IPIRANGA
SE;SP;CATANDUVA;MANA COMERCIO DE COMBUSTIVEIS LTDA; 08.953.441/0001-10;ETANOL;06/02/2025;4,09;IPIRANGA
SE;SP;CATANDUVA;SHEKYNAH COMERCIO DE COMBUSTIVEIS LTDA; 49.965.239/0001-95;GASOLINA;06/02/2025;6,19;IPIRANGA
SE;SP;CATANDUVA;SHEKYNAH COMERCIO DE COMBUSTIVEIS LTDA; 49.965.239/0001-95;DIESEL S10;06/02/2025;6,59;IPIRANGA
SE;SP;CATANDUVA;SHEKYNAH COMERCIO DE COMBUSTIVEIS LTDA; 49.965.239/0001-95;ETANOL;06/02/2025;4,19;IPIRANGA
SE;SP;COTIA;JARDIM TORINO - COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA; 09.289.579/0001-29;GASOLINA;06/02/2025;5,85;IPIRANGA
SE;SP;COTIA;JARDIM TORINO - COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA; 09.289.579/0001-29;ETANOL;06/02/2025;3,98;IPIRANGA
SE;SP;COTIA;AUTO POSTO TRILHA DO VERDE LTDA; 08.754.759/0001-71;GASOLINA;06/02/2025;5,99;D`MAIS
SE;SP;COTIA;AUTO POSTO TRILHA DO VERDE LTDA; 08.754.759/0001-71;DIESEL S10;06/02/2025;6,39;D`MAIS
SE;SP;COTIA;AUTO POSTO TRILHA DO VERDE LTDA; 08.754.759/0001-71;ETANOL;06/02/2025;4,09;D`MAIS
SE;SP;COTIA;AUTO POSTO PORTAL DA ALDEIA LTDA.; 06.069.159/0001-49;GASOLINA;06/02/2025;6,39;VIBRA
SE;SP;COTIA;AUTO POSTO PORTAL DA ALDEIA LTDA.; 06.069.159/0001-49;ETANOL;06/02/2025;4,49;VIBRA
SE;SP;COTIA;AUTO POSTO D+ LTDA; 01.130.811/0001-70;GASOLINA;06/02/2025;6,19;BRANCA
SE;SP;COTIA;AUTO POSTO D+ LTDA; 01.130.811/0001-70;DIESEL S10;06/02/2025;6,49;BRANCA
SE;SP;COTIA;AUTO POSTO D+ LTDA; 01.130.811/0001-70;ETANOL;06/02/2025;4,19;BRANCA
SE;SP;COTIA;AUTO POSTO ARCO VERDE LTDA; 03.357.664/0001-09;GASOLINA;06/02/2025;5,99;RAIZEN
SE;SP;COTIA;AUTO POSTO ARCO VERDE LTDA; 03.357.664/0001-09;ETANOL;06/02/2025;4,19;RAIZEN
SE;SP;COTIA;AUTO POSTO CARANDA LTDA; 03.046.576/0001-88;GASOLINA;06/02/2025;5,98;BRANCA
SE;SP;COTIA;AUTO POSTO CARANDA LTDA; 03.046.576/0001-88;DIESEL S10;06/02/2025;6,24;BRANCA
SE;SP;COTIA;AUTO POSTO CARANDA LTDA; 03.046.576/0001-88;ETANOL;06/02/2025;3,99;BRANCA
SE;SP;COTIA;LEMA AUTO POSTO LTDA; 03.447.645/0001-65;GASOLINA;06/02/2025;6,39;RAIZEN
SE;SP;COTIA;LEMA AUTO POSTO LTDA; 03.447.645/0001-65;DIESEL S10;06/02/2025;7,04;RAIZEN
SE;SP;COTIA;LEMA AUTO POSTO LTDA; 03.447.645/0001-65;ETANOL;06/02/2025;4,39;RAIZEN
SE;SP;COTIA;TIJUCO SERVICOS AUTOMOTIVOS LTDA; 02.521.553/0001-15;GASOLINA;06/02/2025;6,09;IPIRANGA
SE;SP;COTIA;TIJUCO SERVICOS AUTOMOTIVOS LTDA; 02.521.553/0001-15;DIESEL S10;06/02/2025;6,59;IPIRANGA
SE;SP;COTIA;TIJUCO SERVICOS AUTOMOTIVOS LTDA; 02.521.553/0001-15;ETANOL;06/02/2025;4,09;IPIRANGA
SE;SP;COTIA;MARI MANOS AUTO POSTO LTDA.; 02.260.471/0001-64;GASOLINA;06/02/2025;6,59;BRANCA
SE;SP;COTIA;MARI MANOS AUTO POSTO LTDA.; 02.260.471/0001-64;DIESEL S10;06/02/2025;7,04;BRANCA
SE;SP;COTIA;MARI MANOS AUTO POSTO LTDA.; 02.260.471/0001-64;ETANOL;06/02/2025;4,39;BRANCA
SE;SP;COTIA;AUTO POSTO ROTA 66 LTDA; 00.653.292/0001-61;GASOLINA;06/02/2025;5,99;D`MAIS
SE;SP;COTIA;AUTO POSTO ROTA 66 LTDA; 00.653.292/0001-61;DIESEL S10;06/02/2025;6,39;D`MAIS
SE;SP;COTIA;AUTO POSTO ROTA 66 LTDA; 00.653.292/0001-61;ETANOL;06/02/2025;4,09;D`MAIS
SE;SP;COTIA;AUTO POSTO MIE LTDA; 00.640.135/0001-11;GASOLINA;06/02/2025;6,29;IPIRANGA
SE;SP;COTIA;AUTO POSTO MIE LTDA; 00.640.135/0001-11;DIESEL S10;06/02/2025;6,49;IPIRANGA
SE;SP;COTIA;AUTO POSTO MIE LTDA; 00.640.135/0001-11;ETANOL;06/02/2025;4,29;IPIRANGA
SE;SP;CRUZEIRO;POSTO CRUZEIRO CENTRAL LTDA.; 05.776.305/0001-03;GASOLINA;06/02/2025;6,08;VIBRA
SE;SP;CRUZEIRO;POSTO CRUZEIRO CENTRAL LTDA.; 05.776.305/0001-03;ETANOL;06/02/2025;4,31;VIBRA
SE;SP;CRUZEIRO;AUTO POSTO VILA RICA - SAO CRISTOVAO LTDA; 03.219.617/0001-90;GASOLINA;06/02/2025;6,39;BRANCA
SE;SP;CRUZEIRO;AUTO POSTO VILA RICA - SAO CRISTOVAO LTDA; 03.219.617/0001-90;DIESEL S10;06/02/2025;6,79;BRANCA
SE;SP;CRUZEIRO;AUTO POSTO VILA RICA - SAO CRISTOVAO LTDA; 03.219.617/0001-90;ETANOL;06/02/2025;4,38;BRANCA
SE;SP;CRUZEIRO;F.J.M BORGES E CIA LTDA; 46.668.505/0001-20;GASOLINA;06/02/2025;6,08;VIBRA
SE;SP;CRUZEIRO;REDE DE POSTOS SETE ESTRELAS LTDA; 45.694.437/0005-34;GASOLINA;06/02/2025;6,09;BRANCA
SE;SP;CRUZEIRO;REDE DE POSTOS SETE ESTRELAS LTDA; 45.694.437/0005-34;DIESEL S10;06/02/2025;6,39;BRANCA
SE;SP;CRUZEIRO;REDE DE POSTOS SETE ESTRELAS LTDA; 45.694.437/0005-34;ETANOL;06/02/2025;4,29;BRANCA
SE;SP;CRUZEIRO;POSTO TUPY LTDA; 45.198.199/0001-42;GASOLINA;06/02/2025;6,08;VIBRA
SE;SP;CRUZEIRO;POSTO TUPY LTDA; 45.198.199/0001-42;DIESEL S10;06/02/2025;6,61;VIBRA
SE;SP;CRUZEIRO;POSTO TUPY LTDA; 45.198.199/0001-42;ETANOL;06/02/2025;4,32;VIBRA
SE;SP;GUARATINGUETA;AUTO POSTO PONTE METÁLICA LTDA.; 06.303.970/0001-42;GASOLINA;06/02/2025;6,19;IPIRANGA
SE;SP;GUARATINGUETA;AUTO POSTO PONTE METÁLICA LTDA.; 06.303.970/0001-42;DIESEL S10;06/02/2025;6,49;IPIRANGA
SE;SP;GUARATINGUETA;AUTO POSTO PONTE METÁLICA LTDA.; 06.303.970/0001-42;ETANOL;06/02/2025;4,39;IPIRANGA
SE;SP;GUARATINGUETA;CAMARA AUTO POSTO LTDA; 02.548.573/0001-80;GASOLINA;06/02/2025;6,21;VIBRA
SE;SP;GUARATINGUETA;CÂMARA EMPREENDIMENTOS COMERCIAIS LTDA.; 04.802.471/0001-74;GASOLINA;06/02/2025;6,35;VIBRA
SE;SP;GUARATINGUETA;CÂMARA EMPREENDIMENTOS COMERCIAIS LTDA.; 04.802.471/0001-74;DIESEL S10;06/02/2025;6,89;VIBRA
SE;SP;GUARATINGUETA;CÂMARA EMPREENDIMENTOS COMERCIAIS LTDA.; 04.802.471/0001-74;ETANOL;06/02/2025;4,65;VIBRA
SE;SP;GUARATINGUETA;AUTO POSTO SAO BENEDITO DE GUARATINGUETA LTDA; 48.542.377/0001-07;GASOLINA;06/02/2025;6,09;BRANCA
SE;SP;GUARATINGUETA;AUTO POSTO SAO BENEDITO DE GUARATINGUETA LTDA; 48.542.377/0001-07;ETANOL;06/02/2025;4,34;BRANCA
SE;SP;GUARATINGUETA;POSTO JARDIM DO VALE LTDA; 00.384.366/0001-01;GASOLINA;06/02/2025;6,45;BRANCA
SE;SP;GUARATINGUETA;POSTO JARDIM DO VALE LTDA; 00.384.366/0001-01;DIESEL S10;06/02/2025;6,75;BRANCA
SE;SP;GUARATINGUETA;POSTO JARDIM DO VALE LTDA; 00.384.366/0001-01;ETANOL;06/02/2025;4,69;BRANCA
SE;SP;GUARATINGUETA;POSTO CLUBE DOS 500 LTDA.; 07.235.512/0001-86;DIESEL S10;06/02/2025;7,0;IPIRANGA
SE;SP;GUARATINGUETA;POSTO CLUBE DOS 500 LTDA.; 07.235.512/0001-86;ETANOL;06/02/2025;4,42;IPIRANGA
SE;SP;GUARATINGUETA;POSTO CLUBE DOS 500 LTDA.; 07.235.512/0001-86;GASOLINA;06/02/2025;6,29;IPIRANGA
SE;SP;JAU;AUTO POSTO ROSANGELA LTDA; 01.879.624/0001-93;GASOLINA;06/02/2025;6,3;RAIZEN
SE;SP;JAU;AUTO POSTO ROSANGELA LTDA; 01.879.624/0001-93;ETANOL;06/02/2025;4,19;RAIZEN
SE;SP;JAU;REDE LK DE POSTOS LTDA; 01.820.806/0016-75;GASOLINA;06/02/2025;5,89;BRANCA
SE;SP;JAU;REDE LK DE POSTOS LTDA; 01.820.806/0016-75;DIESEL S10;06/02/2025;6,39;BRANCA
SE;SP;JAU;REDE LK DE POSTOS LTDA; 01.820.806/0016-75;ETANOL;06/02/2025;3,89;BRANCA
SE;SP;JAU;AUTO POSTO LEAO JAU LTDA; 03.372.179/0001-04;GASOLINA;06/02/2025;5,99;BRANCA
SE;SP;JAU;AUTO POSTO LEAO JAU LTDA; 03.372.179/0001-04;ETANOL;06/02/2025;3,89;BRANCA
SE;SP;JAU;AUTO POSTO DAS NACOES DE JAU LTDA; 02.756.363/0001-87;GASOLINA;06/02/2025;5,89;BRANCA
SE;SP;JAU;AUTO POSTO DAS NACOES DE JAU LTDA; 02.756.363/0001-87;ETANOL;06/02/2025;3,89;BRANCA
SE;SP;JAU;AUTO POSTO FREEPETRO DE JAU LTDA.; 02.778.647/0001-74;GASOLINA;06/02/2025;5,99;BRANCA
SE;SP;JAU;AUTO POSTO FREEPETRO DE JAU LTDA.; 02.778.647/0001-74;ETANOL;06/02/2025;3,89;BRANCA
SE;SP;JAU;REDE LK DE POSTOS LTDA; 01.820.806/0007-84;GASOLINA;06/02/2025;6,19;RAIZEN
SE;SP;JAU;REDE LK DE POSTOS LTDA; 01.820.806/0007-84;DIESEL S10;06/02/2025;6,59;RAIZEN
SE;SP;JAU;REDE LK DE POSTOS LTDA; 01.820.806/0007-84;ETANOL;06/02/2025;4,19;RAIZEN
SE;SP;JAU;REDE LK DE POSTOS LTDA; 01.820.806/0008-65;GASOLINA;06/02/2025;6,19;RAIZEN
SE;SP;JAU;REDE LK DE POSTOS LTDA; 01.820.806/0008-65;DIESEL S10;06/02/2025;6,59;RAIZEN
SE;SP;JAU;REDE LK DE POSTOS LTDA; 01.820.806/0008-65;ETANOL;06/02/2025;4,19;RAIZEN
SE;SP;JAU;FRASCHETTI COMERCIO DE COMBUSTIVEIS LTDA; 01.190.729/0001-30;GASOLINA;06/02/2025;5,99;BRANCA
SE;SP;JAU;FRASCHETTI COMERCIO DE COMBUSTIVEIS LTDA; 01.190.729/0001-30;ETANOL;06/02/2025;3,99;BRANCA
SE;SP;JAU;DELTA JAU POSTO DE SERVICOS LTDA; 00.021.976/0001-40;GASOLINA;06/02/2025;6,29;VIBRA
SE;SP;JAU;DELTA JAU POSTO DE SERVICOS LTDA; 00.021.976/0001-40;DIESEL S10;06/02/2025;6,63;VIBRA
SE;SP;JAU;DELTA JAU POSTO DE SERVICOS LTDA; 00.021.976/0001-40;ETANOL;06/02/2025;4,19;VIBRA
SE;SP;JOSE BONIFACIO;AUTO POSTO CENTRAL J.B.LTDA; 07.442.514/0001-46;GASOLINA;06/02/2025;6,49;IPIRANGA
SE;SP;JOSE BONIFACIO;AUTO POSTO CENTRAL J.B.LTDA; 07.442.514/0001-46;DIESEL S10;06/02/2025;6,79;IPIRANGA
SE;SP;JOSE BONIFACIO;AUTO POSTO CENTRAL J.B.LTDA; 07.442.514/0001-46;ETANOL;06/02/2025;4,19;IPIRANGA
SE;SP;JOSE BONIFACIO;FERED ARABE & CIA LTDA; 50.857.291/0001-07;GASOLINA;06/02/2025;5,5;BRANCA
SE;SP;JOSE BONIFACIO;FERED ARABE & CIA LTDA; 50.857.291/0001-07;ETANOL;06/02/2025;3,79;BRANCA
SE;SP;JOSE BONIFACIO;AUTO POSTO EDUARDO LIMITADA; 46.603.957/0001-23;DIESEL S10;06/02/2025;6,59;RAIZEN
SE;SP;JOSE BONIFACIO;AUTO POSTO EDUARDO LIMITADA; 46.603.957/0001-23;ETANOL;06/02/2025;4,19;RAIZEN
