Regiao;Estado;Municipio;Revenda;CNPJ;Produto;Data da Coleta;Valor de Venda;Bandeira
SE;SP;CARAGUATATUBA;CENTRO AUTOMOTIVO BP LTDA.; 08.883.186/0001-86;GASOLINA;07/03/2025;6,09;BRANCA
SE;SP;CARAGUATATUBA;AUTO POSTO ARQUIPELAGO LTDA; 02.724.556/0001-56;ETANOL;07/03/2025;4,79;RAIZEN
SE;SP;CARAGUATATUBA;AUTO POSTO ARQUIPELAGO LTDA; 02.724.556/0001-56;GASOLINA;07/03/2025;6,59;RAIZEN
SE;SP;CARAGUATATUBA;AUTO POSTO PRAIA DA FLECHEIRA LTDA; 07.679.108/0001-00;GASOLINA;07/03/2025;6,19;BRANCA
SE;SP;CARAGUATATUBA;AUTO POSTO PRAIA DA FLECHEIRA LTDA; 07.679.108/0001-00;DIESEL S10;07/03/2025;6,39;BRANCA
SE;SP;CARAGUATATUBA;AUTO POSTO PRAIA DA FLECHEIRA LTDA; 07.679.108/0001-00;ETANOL;07/03/2025;4,29;BRANCA
SE;SP;CARAGUATATUBA;AUTO POSTO JOTI  - EIRELI; 03.174.965/0001-99;GASOLINA;07/03/2025;6,39;IPIRANGA
SE;SP;CARAGUATATUBA;AUTO POSTO JOTI  - EIRELI; 03.174.965/0001-99;DIESEL S10;07/03/2025;6,79;IPIRANGA
SE;SP;CARAGUATATUBA;AUTO POSTO JOTI  - EIRELI; 03.174.965/0001-99;ETANOL;07/03/2025;4,49;IPIRANGA
SE;SP;CARAGUATATUBA;AUTO POSTO MAR VIRADO LTDA; 06.697.685/0001-53;GASOLINA;07/03/2025;6,29;VIBRA
SE;SP;CARAGUATATUBA;AUTO POSTO MAR VIRADO LTDA; 06.697.685/0001-53;ETANOL;07/03/2025;4,39;VIBRA
SE;SP;CARAGUATATUBA;AUTO POSTO PRAIA CENTER LTDA; 03.255.192/0001-75;GASOLINA;07/03/2025;6,39;VIBRA
SE;SP;CARAGUATATUBA;AUTO POSTO PRAIA CENTER LTDA; 03.255.192/0001-75;ETANOL;07/03/2025;4,49;VIBRA
SE;SP;CARAGUATATUBA;CARAUBA AUTO POSTO LTDA; 61.501.961/0001-74;GASOLINA;07/03/2025;6,09;VIBRA
SE;SP;CARAGUATATUBA;CARAUBA AUTO POSTO LTDA; 61.501.961/0001-74;DIESEL S10;07/03/2025;6,69;VIBRA
SE;SP;CARAGUATATUBA;CARAUBA AUTO POSTO LTDA; 61.501.961/0001-74;ETANOL;07/03/2025;4,29;VIBRA
SE;SP;VOTUPORANGA;AUTO POSTO SERTANEJO DE VOTUPORANGA LTDA; 03.604.561/0001-98;GASOLINA;07/03/2025;5,89;VIBRA
SE;SP;VOTUPORANGA;AUTO POSTO SERTANEJO DE VOTUPORANGA LTDA; 03.604.561/0001-98;DIESEL S10;07/03/2025;6,29;VIBRA
SE;SP;VOTUPORANGA;AUTO POSTO SERTANEJO DE VOTUPORANGA LTDA; 03.604.561/0001-98;ETANOL;07/03/2025;3,89;VIBRA
SE;SP;MOCOCA;MOCAFOR TRATORES E EQUIPAMENTOS AGRICOLAS LTDA; 49.591.290/0008-50;GASOLINA;07/03/2025;6,49;RAIZEN
SE;SP;MOCOCA;MOCAFOR TRATORES E EQUIPAMENTOS AGRICOLAS LTDA; 49.591.290/0008-50;DIESEL S10;07/03/2025;6,74;RAIZEN
SE;SP;MOCOCA;MOCAFOR TRATORES E EQUIPAMENTOS AGRICOLAS LTDA; 49.591.290/0008-50;ETANOL;07/03/2025;4,49;RAIZEN
SE;SP;MOCOCA;LUWA AUTO POSTO LTDA; 46.396.826/0001-12;GASOLINA;07/03/2025;8,59;VIBRA
SE;SP;MOCOCA;LUWA AUTO POSTO LTDA; 46.396.826/0001-12;DIESEL S10;07/03/2025;6,84;VIBRA
SE;SP;MOCOCA;LUWA AUTO POSTO LTDA; 46.396.826/0001-12;ETANOL;07/03/2025;4,49;VIBRA
SE;SP;MOCOCA;BLUE STOP LTDA; 04.669.869/0001-84;GASOLINA;07/03/2025;6,39;BRANCA
SE;SP;MOCOCA;BLUE STOP LTDA; 04.669.869/0001-84;DIESEL S10;07/03/2025;6,49;BRANCA
SE;SP;MOCOCA;BLUE STOP LTDA; 04.669.869/0001-84;ETANOL;07/03/2025;4,49;BRANCA
SE;SP;OURINHOS;SAN-HELL AUTO POSTO LTDA.; 04.550.718/0001-02;GASOLINA;07/03/2025;6,55;IPIRANGA
SE;SP;OURINHOS;SAN-HELL AUTO POSTO LTDA.; 04.550.718/0001-02;ETANOL;07/03/2025;4,39;IPIRANGA
SE;SP;VOTUPORANGA;AUTO POSTO ESTRELA DE VOTUPORANGA LTDA; 04.868.138/0001-68;GASOLINA;07/03/2025;6,39;IPIRANGA
SE;SP;VOTUPORANGA;AUTO POSTO ESTRELA DE VOTUPORANGA LTDA; 04.868.138/0001-68;DIESEL S10;07/03/2025;6,49;IPIRANGA
SE;SP;VOTUPORANGA;AUTO POSTO ESTRELA DE VOTUPORANGA LTDA; 04.868.138/0001-68;ETANOL;07/03/2025;4,19;IPIRANGA
SE;SP;VOTUPORANGA;AUTO POSTO PRATICO LTDA; 04.836.010/0001-12;GASOLINA;07/03/2025;6,19;IPIRANGA
SE;SP;VOTUPORANGA;AUTO POSTO PRATICO LTDA; 04.836.010/0001-12;DIESEL S10;07/03/2025;6,49;IPIRANGA
SE;SP;VOTUPORANGA;AUTO POSTO PRATICO LTDA; 04.836.010/0001-12;ETANOL;07/03/2025;4,09;IPIRANGA
SE;SP;VOTUPORANGA;AUTO POSTO GRANDES LAGOS LTDA.; 04.430.681/0001-89;GASOLINA;07/03/2025;5,99;BRANCA
SE;SP;VOTUPORANGA;AUTO POSTO GRANDES LAGOS LTDA.; 04.430.681/0001-89;ETANOL;07/03/2025;3,89;BRANCA
SE;SP;VOTUPORANGA;AUTO POSTO TREVAO DE VOTUPORANGA LTDA; 02.704.352/0001-53;DIESEL S10;07/03/2025;6,09;IPIRANGA
SE;SP;VOTUPORANGA;AUTO POSTO TREVAO DE VOTUPORANGA LTDA; 02.704.352/0001-53;ETANOL;07/03/2025;3,89;IPIRANGA
SE;SP;VOTUPORANGA;AUTO POSTO TREVAO DE VOTUPORANGA LTDA; 02.704.352/0001-53;GASOLINA;07/03/2025;6,09;IPIRANGA
SE;SP;VOTUPORANGA;VITORIA COMERCIO DE COMBUSTIVEIS DE VOTUPORANGA LTDA; 02.472.382/0001-81;GASOLINA;07/03/2025;6,15;IPIRANGA
SE;SP;VOTUPORANGA;VITORIA COMERCIO DE COMBUSTIVEIS DE VOTUPORANGA LTDA; 02.472.382/0001-81;DIESEL S10;07/03/2025;6,45;IPIRANGA
SE;SP;VOTUPORANGA;VITORIA COMERCIO DE COMBUSTIVEIS DE VOTUPORANGA LTDA; 02.472.382/0001-81;ETANOL;07/03/2025;3,98;IPIRANGA
SE;SP;CAMPINAS;AUTO POSTO SÃO TOMAZ LTDA; 01.186.073/0001-82;GASOLINA;07/03/2025;6,49;RAIZEN
SE;SP;CAMPINAS;AUTO POSTO SÃO TOMAZ LTDA; 01.186.073/0001-82;ETANOL;07/03/2025;4,49;RAIZEN
SE;SP;CAMPINAS;SERV POSTO PLAZA LTDA; 03.463.058/0001-60;GASOLINA;07/03/2025;6,27;IPIRANGA
SE;SP;CAMPINAS;SERV POSTO PLAZA LTDA; 03.463.058/0001-60;DIESEL S10;07/03/2025;6,29;IPIRANGA
SE;SP;CAMPINAS;SERV POSTO PLAZA LTDA; 03.463.058/0001-60;ETANOL;07/03/2025;4,27;IPIRANGA
SE;SP;CAMPINAS;TAGUA AUTO POSTO LTDA; 02.772.094/0001-42;GASOLINA;07/03/2025;6,29;IPIRANGA
SE;SP;CAMPINAS;TAGUA AUTO POSTO LTDA; 02.772.094/0001-42;DIESEL S10;07/03/2025;6,49;IPIRANGA
SE;SP;CAMPINAS;TAGUA AUTO POSTO LTDA; 02.772.094/0001-42;ETANOL;07/03/2025;4,29;IPIRANGA
SE;SP;CAMPINAS;SAO MARTINHO AUTO SERVICE LTDA; 02.078.330/0001-25;GASOLINA;07/03/2025;6,39;IPIRANGA
SE;SP;CAMPINAS;SAO MARTINHO AUTO SERVICE LTDA; 02.078.330/0001-25;DIESEL S10;07/03/2025;8,29;IPIRANGA
SE;SP;CAMPINAS;SAO MARTINHO AUTO SERVICE LTDA; 02.078.330/0001-25;ETANOL;07/03/2025;4,49;IPIRANGA
SE;SP;SUMARE;AUTO POSTO VILLALOBOS LTDA; 09.155.349/0001-77;GASOLINA;07/03/2025;6,09;BRANCA
SE;SP;SUMARE;AUTO POSTO VILLALOBOS LTDA; 09.155.349/0001-77;DIESEL S10;07/03/2025;6,19;BRANCA
SE;SP;SUMARE;AUTO POSTO VILLALOBOS LTDA; 09.155.349/0001-77;ETANOL;07/03/2025;4,19;BRANCA
SE;SP;SUMARE;AUTO POSTO BANGAI LTDA; 08.299.531/0001-39;GASOLINA;07/03/2025;6,19;RAIZEN
SE;SP;SUMARE;AUTO POSTO BANGAI LTDA; 08.299.531/0001-39;DIESEL S10;07/03/2025;6,19;RAIZEN
SE;SP;SUMARE;AUTO POSTO BANGAI LTDA; 08.299.531/0001-39;ETANOL;07/03/2025;4,09;RAIZEN
SE;SP;SUMARE;CENTER AUTO POSTO DE SUMARE LTDA; 06.278.983/0001-09;GASOLINA;07/03/2025;5,89;BRANCA
SE;SP;SUMARE;CENTER AUTO POSTO DE SUMARE LTDA; 06.278.983/0001-09;DIESEL S10;07/03/2025;6,09;BRANCA
SE;SP;SUMARE;CENTER AUTO POSTO DE SUMARE LTDA; 06.278.983/0001-09;ETANOL;07/03/2025;3,99;BRANCA
SE;SP;SUMARE;AUTO POSTO SANT'ANA DE SUMARE LTDA; 01.619.389/0001-10;DIESEL S10;07/03/2025;6,29;RAIZEN
SE;SP;SUMARE;AUTO POSTO SANT'ANA DE SUMARE LTDA; 01.619.389/0001-10;ETANOL;07/03/2025;4,19;RAIZEN
SE;SP;SUMARE;AUTO POSTO SANT'ANA DE SUMARE LTDA; 01.619.389/0001-10;GASOLINA;07/03/2025;6,09;RAIZEN
SE;SP;SUMARE;POSTO JARDIM ALVORADA DE SUMARE LTDA; 02.833.159/0001-12;GASOLINA;07/03/2025;5,99;RAIZEN
SE;SP;SUMARE;POSTO JARDIM ALVORADA DE SUMARE LTDA; 02.833.159/0001-12;DIESEL S10;07/03/2025;6,39;RAIZEN
SE;SP;SUMARE;POSTO JARDIM ALVORADA DE SUMARE LTDA; 02.833.159/0001-12;ETANOL;07/03/2025;4,09;RAIZEN
SE;SP;SUMARE;AUTO POSTO NOVA SUMARE LTDA; 02.728.062/0001-40;GASOLINA;07/03/2025;5,54;BRANCA
SE;SP;SUMARE;AUTO POSTO NOVA SUMARE LTDA; 02.728.062/0001-40;DIESEL S10;07/03/2025;5,99;BRANCA
SE;SP;SUMARE;AUTO POSTO NOVA SUMARE LTDA; 02.728.062/0001-40;ETANOL;07/03/2025;3,79;BRANCA
SE;SP;SUMARE;POSTO PARQUE BRASIL 500 LTDA; 02.568.305/0001-20;GASOLINA;07/03/2025;6,19;RAIZEN
SE;SP;SUMARE;POSTO PARQUE BRASIL 500 LTDA; 02.568.305/0001-20;DIESEL S10;07/03/2025;6,41;RAIZEN
SE;SP;SUMARE;POSTO PARQUE BRASIL 500 LTDA; 02.568.305/0001-20;ETANOL;07/03/2025;4,19;RAIZEN
SE;SP;SUMARE;AUTO POSTO NOVA VENEZA LTDA.; 02.342.234/0001-42;GASOLINA;07/03/2025;5,69;BRANCA
SE;SP;SUMARE;AUTO POSTO NOVA VENEZA LTDA.; 02.342.234/0001-42;DIESEL S10;07/03/2025;5,89;BRANCA
SE;SP;SUMARE;AUTO POSTO NOVA VENEZA LTDA.; 02.342.234/0001-42;ETANOL;07/03/2025;3,89;BRANCA
SE;SP;SUMARE;POSTO PRACA LTDA; 00.746.506/0001-44;GASOLINA;07/03/2025;5,79;BRANCA
SE;SP;SUMARE;POSTO PRACA LTDA; 00.746.506/0001-44;DIESEL S10;07/03/2025;5,99;BRANCA
SE;SP;SUMARE;POSTO PRACA LTDA; 00.746.506/0001-44;ETANOL;07/03/2025;3,99;BRANCA
SE;SP;SUMARE;AUTO POSTO SUCAO LTDA; 00.441.619/0001-31;GASOLINA;07/03/2025;6,19;IPIRANGA
SE;SP;SUMARE;AUTO POSTO SUCAO LTDA; 00.441.619/0001-31;DIESEL S10;07/03/2025;6,49;IPIRANGA
SE;SP;SUMARE;AUTO POSTO SUCAO LTDA; 00.441.619/0001-31;ETANOL;07/03/2025;4,49;IPIRANGA
SE;SP;VOTUPORANGA;COMERCIAL DE COMBUSTIVEIS VOTUPORANGA LTDA.; 10.303.275/0001-58;GASOLINA;07/03/2025;6,19;IPIRANGA
SE;SP;VOTUPORANGA;COMERCIAL DE COMBUSTIVEIS VOTUPORANGA LTDA.; 10.303.275/0001-58;DIESEL S10;07/03/2025;6,39;IPIRANGA
SE;SP;VOTUPORANGA;COMERCIAL DE COMBUSTIVEIS VOTUPORANGA LTDA.; 10.303.275/0001-58;ETANOL;07/03/2025;3,99;IPIRANGA
SE;SP;SUMARE;AUTO POSTO QUALITY DE SUMARE LTDA; 10.504.307/0001-83;GASOLINA;07/03/2025;5,99;BRANCA
SE;SP;SUMARE;AUTO POSTO QUALITY DE SUMARE LTDA; 10.504.307/0001-83;ETANOL;07/03/2025;4,09;BRANCA
SE;SP;VOTUPORANGA;KONSTRU COMERCIO DE DERIVADOS DE PETROLEO LTDA; 10.458.824/0001-63;GASOLINA;07/03/2025;6,09;VIBRA
SE;SP;VOTUPORANGA;KONSTRU COMERCIO DE DERIVADOS DE PETROLEO LTDA; 10.458.824/0001-63;ETANOL;07/03/2025;3,97;VIBRA
SE;SP;SUMARE;GOLDEN SUMARE AUTO POSTO LTDA; 11.967.543/0001-07;GASOLINA;07/03/2025;5,97;BRANCA
SE;SP;SUMARE;GOLDEN SUMARE AUTO POSTO LTDA; 11.967.543/0001-07;DIESEL S10;07/03/2025;5,99;BRANCA
SE;SP;SUMARE;GOLDEN SUMARE AUTO POSTO LTDA; 11.967.543/0001-07;ETANOL;07/03/2025;3,97;BRANCA
SE;SP;VOTUPORANGA;AUTO POSTO CIDADE JARDIM DE VOTUPORANGA LTDA; 10.992.306/0001-25;GASOLINA;07/03/2025;6,17;IPIRANGA
SE;SP;VOTUPORANGA;AUTO POSTO CIDADE JARDIM DE VOTUPORANGA LTDA; 10.992.306/0001-25;DIESEL S10;07/03/2025;6,49;IPIRANGA
SE;SP;VOTUPORANGA;AUTO POSTO CIDADE JARDIM DE VOTUPORANGA LTDA; 10.992.306/0001-25;ETANOL;07/03/2025;3,99;IPIRANGA
SE;SP;MOGI GUACU;AUTO POSTO VISCONDE DE SAM MARTIN LTDA.; 14.476.538/0001-81;DIESEL S10;07/03/2025;6,09;BRANCA
SE;SP;MOGI GUACU;AUTO POSTO VISCONDE DE SAM MARTIN LTDA.; 14.476.538/0001-81;ETANOL;07/03/2025;3,99;BRANCA
SE;SP;MOGI GUACU;AUTO POSTO VISCONDE DE SAM MARTIN LTDA.; 14.476.538/0001-81;GASOLINA;07/03/2025;5,89;BRANCA
SE;SP;SUMARE;CENTRO AUTOMOTIVO PORTAL BORDON LTDA; 12.482.957/0001-09;GASOLINA;07/03/2025;6,09;IPIRANGA
SE;SP;SUMARE;CENTRO AUTOMOTIVO PORTAL BORDON LTDA; 12.482.957/0001-09;DIESEL S10;07/03/2025;6,29;IPIRANGA
SE;SP;SUMARE;CENTRO AUTOMOTIVO PORTAL BORDON LTDA; 12.482.957/0001-09;ETANOL;07/03/2025;4,09;IPIRANGA
SE;SP;SUMARE;AUTO POSTO JATOBA DE SUMARE LTDA; 18.747.986/0001-23;GASOLINA;07/03/2025;6,29;IPIRANGA
SE;SP;SUMARE;AUTO POSTO JATOBA DE SUMARE LTDA; 18.747.986/0001-23;ETANOL;07/03/2025;4,29;IPIRANGA
SE;SP;CARAGUATATUBA;AUTO POSTO PRAIA DE SAO FRANCISCO LTDA; 04.736.440/0003-24;GASOLINA;07/03/2025;6,39;RAIZEN
SE;SP;CARAGUATATUBA;AUTO POSTO PRAIA DE SAO FRANCISCO LTDA; 04.736.440/0003-24;DIESEL S10;07/03/2025;6,79;RAIZEN
SE;SP;CARAGUATATUBA;AUTO POSTO PRAIA DE SAO FRANCISCO LTDA; 04.736.440/0003-24;ETANOL;07/03/2025;4,49;RAIZEN
SE;SP;CACAPAVA;AUTO POSTO STATUS CENTRAL LTDA; 22.171.452/0001-79;ETANOL;07/03/2025;3,87;BRANCA
SE;SP;CACAPAVA;AUTO POSTO STATUS CENTRAL LTDA; 22.171.452/0001-79;GASOLINA;07/03/2025;5,67;BRANCA
SE;SP;CACAPAVA;AUTO POSTO CELSAO LTDA; 22.734.473/0001-55;GASOLINA;07/03/2025;5,99;RAIZEN
SE;SP;CACAPAVA;AUTO POSTO CELSAO LTDA; 22.734.473/0001-55;DIESEL S10;07/03/2025;6,19;RAIZEN
SE;SP;CACAPAVA;AUTO POSTO CELSAO LTDA; 22.734.473/0001-55;ETANOL;07/03/2025;4,19;RAIZEN
SE;SP;MOGI GUACU;AUTO POSTO GARATEIA DE MOGI GUACU LTDA; 22.295.301/0001-22;GASOLINA;07/03/2025;5,89;BRANCA
SE;SP;MOGI GUACU;AUTO POSTO GARATEIA DE MOGI GUACU LTDA; 22.295.301/0001-22;DIESEL S10;07/03/2025;5,99;BRANCA
SE;SP;MOGI GUACU;AUTO POSTO GARATEIA DE MOGI GUACU LTDA; 22.295.301/0001-22;ETANOL;07/03/2025;3,99;BRANCA
SE;SP;CARAGUATATUBA;AUTO POSTO PRAIA DE SAO FRANCISCO LTDA; 04.736.440/0005-96;GASOLINA;07/03/2025;5,89;BRANCA
SE;SP;CARAGUATATUBA;AUTO POSTO PRAIA DE SAO FRANCISCO LTDA; 04.736.440/0005-96;DIESEL S10;07/03/2025;6,29;BRANCA
SE;SP;CARAGUATATUBA;AUTO POSTO PRAIA DE SAO FRANCISCO LTDA; 04.736.440/0005-96;ETANOL;07/03/2025;4,19;BRANCA
SE;SP;CACAPAVA;POSTO SOL DA DUTRA LTDA.; 06.012.414/0007-02;GASOLINA;07/03/2025;5,94;VIBRA
SE;SP;CACAPAVA;POSTO SOL DA DUTRA LTDA.; 06.012.414/0007-02;DIESEL S10;07/03/2025;6,09;VIBRA
SE;SP;CACAPAVA;POSTO SOL DA DUTRA LTDA.; 06.012.414/0007-02;ETANOL;07/03/2025;4,19;VIBRA
SE;SP;MOGI GUACU;POSTO SEVEN 91 LTDA; 42.532.935/0001-69;GASOLINA;07/03/2025;5,99;RAIZEN
SE;SP;MOGI GUACU;POSTO SEVEN 91 LTDA; 42.532.935/0001-69;ETANOL;07/03/2025;4,09;RAIZEN
SE;SP;VOTORANTIM;CARREFOUR COMERCIO E INDUSTRIA LTDA; 45.543.915/0313-03;DIESEL S10;08/03/2025;6,17;BRANCA
SE;SP;VOTORANTIM;CARREFOUR COMERCIO E INDUSTRIA LTDA; 45.543.915/0313-03;ETANOL;08/03/2025;3,99;BRANCA
SE;SP;VOTORANTIM;CARREFOUR COMERCIO E INDUSTRIA LTDA; 45.543.915/0313-03;GASOLINA;08/03/2025;5,87;BRANCA
SE;SP;VOTORANTIM;COMBUSTIVEIS VOTORANTIM CRISTAL LTDA; 55.391.023/0001-66;GASOLINA;08/03/2025;6,09;BRANCA
SE;SP;VOTORANTIM;COMBUSTIVEIS VOTORANTIM CRISTAL LTDA; 55.391.023/0001-66;DIESEL S10;08/03/2025;6,29;BRANCA
SE;SP;VOTORANTIM;COMBUSTIVEIS VOTORANTIM CRISTAL LTDA; 55.391.023/0001-66;ETANOL;08/03/2025;4,19;BRANCA
SE;SP;VOTORANTIM;AUTO POSTO VOTOSETE LTDA.; 71.861.058/0001-78;GASOLINA;08/03/2025;6,42;VIBRA
SE;SP;VOTORANTIM;AUTO POSTO VOTOSETE LTDA.; 71.861.058/0001-78;ETANOL;08/03/2025;4,6;VIBRA
SE;SP;VOTORANTIM;AUTO POSTO PETROLUK LTDA; 55.610.315/0001-42;GASOLINA;08/03/2025;6,2;RAIZEN
SE;SP;VOTORANTIM;AUTO POSTO PETROLUK LTDA; 55.610.315/0001-42;ETANOL;08/03/2025;4,27;RAIZEN
SE;SP;VOTORANTIM;POSTO MORUMBI VOTORANTIM LTDA; 17.422.477/0001-68;GASOLINA;08/03/2025;6,39;RAIZEN
SE;SP;VOTORANTIM;POSTO MORUMBI VOTORANTIM LTDA; 17.422.477/0001-68;ETANOL;08/03/2025;4,29;RAIZEN
SE;SP;SOROCABA;COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA; 00.003.188/0001-21;GASOLINA;10/03/2025;5,65;BRANCA
SE;SP;SOROCABA;COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA; 00.003.188/0001-21;ETANOL;10/03/2025;3,78;BRANCA
SE;SP;BAURU;MECCA & GUERIN LTDA; 01.706.287/0001-32;GASOLINA;10/03/2025;5,79;BRANCA
SE;SP;BAURU;MECCA & GUERIN LTDA; 01.706.287/0001-32;ETANOL;10/03/2025;3,99;BRANCA
SE;SP;BAURU;AUTO POSTO G.F LTDA. ME; 00.234.580/0001-81;GASOLINA;10/03/2025;5,49;BRANCA
SE;SP;BAURU;AUTO POSTO G.F LTDA. ME; 00.234.580/0001-81;DIESEL S10;10/03/2025;5,94;BRANCA
SE;SP;BAURU;AUTO POSTO G.F LTDA. ME; 00.234.580/0001-81;ETANOL;10/03/2025;3,66;BRANCA
SE;SP;BAURU;POSTO JARDIM AMERICA DE BAURU LTDA; 00.002.953/0002-70;GASOLINA;10/03/2025;5,99;VIBRA
SE;SP;BAURU;POSTO JARDIM AMERICA DE BAURU LTDA; 00.002.953/0002-70;DIESEL S10;10/03/2025;6,44;VIBRA
SE;SP;BAURU;POSTO JARDIM AMERICA DE BAURU LTDA; 00.002.953/0002-70;ETANOL;10/03/2025;3,99;VIBRA
SE;SP;BAURU;REDE LK DE POSTOS LTDA; 01.820.806/0013-22;GASOLINA;10/03/2025;5,99;RAIZEN
SE;SP;BAURU;REDE LK DE POSTOS LTDA; 01.820.806/0013-22;ETANOL;10/03/2025;4,09;RAIZEN
SE;SP;BAURU;AUTO POSTO SAO MATHEUS BAURU LTDA; 01.686.878/0001-95;GASOLINA;10/03/2025;6,15;VIBRA
SE;SP;BAURU;AUTO POSTO SAO MATHEUS BAURU LTDA; 01.686.878/0001-95;DIESEL S10;10/03/2025;6,43;VIBRA
SE;SP;BAURU;AUTO POSTO SAO MATHEUS BAURU LTDA; 01.686.878/0001-95;ETANOL;10/03/2025;4,15;VIBRA
SE;SP;BAURU;REDE LK DE POSTOS LTDA; 01.820.806/0004-31;GASOLINA;10/03/2025;6,09;RAIZEN
SE;SP;BAURU;REDE LK DE POSTOS LTDA; 01.820.806/0004-31;ETANOL;10/03/2025;4,19;RAIZEN
SE;SP;BAURU;REDE LK DE POSTOS LTDA; 01.820.806/0006-01;GASOLINA;10/03/2025;5,99;RAIZEN
SE;SP;BAURU;REDE LK DE POSTOS LTDA; 01.820.806/0006-01;ETANOL;10/03/2025;4,09;RAIZEN
SE;SP;BAURU;REDE LK DE POSTOS LTDA; 01.820.806/0003-50;GASOLINA;10/03/2025;5,99;RAIZEN
SE;SP;BAURU;REDE LK DE POSTOS LTDA; 01.820.806/0003-50;DIESEL S10;10/03/2025;6,59;RAIZEN
SE;SP;BAURU;REDE LK DE POSTOS LTDA; 01.820.806/0003-50;ETANOL;10/03/2025;3,99;RAIZEN
SE;SP;BAURU;REDE LK DE POSTOS LTDA; 01.820.806/0001-99;GASOLINA;10/03/2025;6,09;RAIZEN
SE;SP;BAURU;REDE LK DE POSTOS LTDA; 01.820.806/0001-99;ETANOL;10/03/2025;4,19;RAIZEN
SE;SP;BAURU;REDE LK DE POSTOS LTDA; 01.820.806/0009-46;GASOLINA;10/03/2025;5,99;RAIZEN
SE;SP;BAURU;REDE LK DE POSTOS LTDA; 01.820.806/0009-46;ETANOL;10/03/2025;3,99;RAIZEN
SE;SP;BAURU;POSTO FRANCESCHETTI LTDA; 01.562.238/0001-73;GASOLINA;10/03/2025;6,09;IPIRANGA
SE;SP;BAURU;POSTO FRANCESCHETTI LTDA; 01.562.238/0001-73;ETANOL;10/03/2025;4,15;IPIRANGA
SE;SP;BAURU;COMERCIO DERIVADOS DE PETROLEO RODOVIARIO DE BAURU LTDA; 01.332.585/0001-00;GASOLINA;10/03/2025;5,99;RAIZEN
SE;SP;BAURU;COMERCIO DERIVADOS DE PETROLEO RODOVIARIO DE BAURU LTDA; 01.332.585/0001-00;ETANOL;10/03/2025;3,99;RAIZEN
SE;SP;BAURU;AUTO POSTO SABIA BAURU LTDA; 00.649.048/0001-25;GASOLINA;10/03/2025;5,95;BRANCA
SE;SP;BAURU;AUTO POSTO SABIA BAURU LTDA; 00.649.048/0001-25;DIESEL S10;10/03/2025;6,29;BRANCA
SE;SP;BAURU;AUTO POSTO SABIA BAURU LTDA; 00.649.048/0001-25;ETANOL;10/03/2025;3,95;BRANCA
SE;SP;BAURU;POSTO ARAUJO LEITE LTDA; 00.247.915/0001-04;GASOLINA;10/03/2025;5,99;RAIZEN
SE;SP;BAURU;POSTO ARAUJO LEITE LTDA; 00.247.915/0001-04;ETANOL;10/03/2025;3,99;RAIZEN
SE;SP;BAURU;POSTO NOSSA SENHORA DE FATIMA BAURU LTDA; 00.021.475/0001-64;GASOLINA;10/03/2025;5,79;BRANCA
SE;SP;BAURU;POSTO NOSSA SENHORA DE FATIMA BAURU LTDA; 00.021.475/0001-64;ETANOL;10/03/2025;3,89;BRANCA
SE;SP;BAURU;POSTO JARDIM AMERICA DE BAURU LTDA; 00.002.953/0001-99;GASOLINA;10/03/2025;6,09;IPIRANGA
SE;SP;BAURU;POSTO JARDIM AMERICA DE BAURU LTDA; 00.002.953/0001-99;DIESEL S10;10/03/2025;6,44;IPIRANGA
SE;SP;BAURU;POSTO JARDIM AMERICA DE BAURU LTDA; 00.002.953/0001-99;ETANOL;10/03/2025;4,19;IPIRANGA
SE;SP;CATANDUVA;MANFRIN E MARTANI & CIA LTDA; 47.076.898/0001-45;GASOLINA;10/03/2025;5,99;VIBRA
SE;SP;CATANDUVA;MANFRIN E MARTANI & CIA LTDA; 47.076.898/0001-45;DIESEL S10;10/03/2025;6,09;VIBRA
SE;SP;CATANDUVA;MANFRIN E MARTANI & CIA LTDA; 47.076.898/0001-45;ETANOL;10/03/2025;3,89;VIBRA
SE;SP;DIADEMA;AUTO POSTO FORQUILHA LTDA; 09.503.599/0001-50;GASOLINA;10/03/2025;6,29;RAIZEN
SE;SP;DIADEMA;AUTO POSTO FORQUILHA LTDA; 09.503.599/0001-50;ETANOL;10/03/2025;4,69;RAIZEN
SE;SP;DIADEMA;GRAN DIADEMA AUTO POSTO LTDA; 09.132.512/0001-86;GASOLINA;10/03/2025;5,47;BRANCA
SE;SP;DIADEMA;GRAN DIADEMA AUTO POSTO LTDA; 09.132.512/0001-86;ETANOL;10/03/2025;3,69;BRANCA
SE;SP;DIADEMA;ZOOCAR AUTO POSTO LTDA; 08.651.289/0001-10;GASOLINA;10/03/2025;5,99;IPIRANGA
SE;SP;DIADEMA;ZOOCAR AUTO POSTO LTDA; 08.651.289/0001-10;DIESEL S10;10/03/2025;6,29;IPIRANGA
SE;SP;DIADEMA;ZOOCAR AUTO POSTO LTDA; 08.651.289/0001-10;ETANOL;10/03/2025;4,19;IPIRANGA
SE;SP;DIADEMA;D+ BRASIL AUTO POSTO LTDA; 07.770.920/0001-38;GASOLINA;10/03/2025;5,47;BRANCA
