Municipio;Mes;Produto;Preco_Distribuicao
SAO VICENTE;2025-04;DIESEL S10;5,466
SAO VICENTE;2025-05;DIESEL S10;5,2887
SAO VICENTE;2025-06;DIESEL S10;5,2601
SAO VICENTE;2025-07;DIESEL S10;5,32
SAO VICENTE;2025-08;DIESEL S10;5,3803
SAO VICENTE;2025-09;DIESEL S10;5,3396
SAO VICENTE;2025-10;DIESEL S10;5,3529
SAO VICENTE;2025-11;DIESEL S10;5,3805
SAO VICENTE;2025-12;DIESEL S10;5,3907
SOROCABA;2025-01;ETANOL;3,4468
SOROCABA;2025-02;ETANOL;3,5398
SOROCABA;2025-03;ETANOL;3,501
SOROCABA;2025-04;ETANOL;3,4044
SOROCABA;2025-05;ETANOL;3,3825
SOROCABA;2025-06;ETANOL;3,2674
SOROCABA;2025-07;ETANOL;3,2589
SOROCABA;2025-08;ETANOL;3,3831
SOROCABA;2025-09;ETANOL;3,4952
SOROCABA;2025-10;ETANOL;3,4652
SOROCABA;2025-11;ETANOL;3,5662
SOROCABA;2025-12;ETANOL;3,6815
SOROCABA;2025-01;GASOLINA;5,3087
SOROCABA;2025-02;GASOLINA;5,4373
SOROCABA;2025-03;GASOLINA;5,3767
SOROCABA;2025-04;GASOLINA;5,3379
SOROCABA;2025-05;GASOLINA;5,323
SOROCABA;2025-06;GASOLINA;5,2439
SOROCABA;2025-07;GASOLINA;5,2466
SOROCABA;2025-08;GASOLINA;5,2501
SOROCABA;2025-09;GASOLINA;5,2422
SOROCABA;2025-10;GASOLINA;5,2424
SOROCABA;2025-11;GASOLINA;5,2391
SOROCABA;2025-12;GASOLINA;5,2571
SOROCABA;2025-01;DIESEL S10;5,5529
SOROCABA;2025-02;DIESEL S10;5,7686
SOROCABA;2025-03;DIESEL S10;5,6965
SOROCABA;2025-04;DIESEL S10;5,452
SOROCABA;2025-05;DIESEL S10;5,2434
SOROCABA;2025-06;DIESEL S10;5,2469
SOROCABA;2025-07;DIESEL S10;5,3189
SOROCABA;2025-08;DIESEL S10;5,3999
SOROCABA;2025-09;DIESEL S10;5,3795
SOROCABA;2025-10;DIESEL S10;5,3941
SOROCABA;2025-11;DIESEL S10;5,4336
SOROCABA;2025-12;DIESEL S10;5,4176
SUMARE;2025-01;ETANOL;3,466
SUMARE;2025-02;ETANOL;3,5675
SUMARE;2025-03;ETANOL;3,5323
SUMARE;2025-04;ETANOL;3,4092
SUMARE;2025-05;ETANOL;3,3965
SUMARE;2025-06;ETANOL;3,2641
SUMARE;2025-07;ETANOL;3,2503
SUMARE;2025-08;ETANOL;3,3657
SUMARE;2025-09;ETANOL;3,485
SUMARE;2025-10;ETANOL;3,4509
SUMARE;2025-11;ETANOL;3,5369
SUMARE;2025-12;ETANOL;3,6601
SUMARE;2025-01;GASOLINA;5,2973
SUMARE;2025-02;GASOLINA;5,4048
SUMARE;2025-03;GASOLINA;5,3649
SUMARE;2025-04;GASOLINA;5,3435
SUMARE;2025-05;GASOLINA;5,3066
SUMARE;2025-06;GASOLINA;5,2494
SUMARE;2025-07;GASOLINA;5,2341
SUMARE;2025-08;GASOLINA;5,2312
SUMARE;2025-09;GASOLINA;5,2204
SUMARE;2025-10;GASOLINA;5,229
SUMARE;2025-11;GASOLINA;5,2188
SUMARE;2025-12;GASOLINA;5,2388
SUMARE;2025-01;DIESEL S10;5,5026
SUMARE;2025-02;DIESEL S10;5,7205
SUMARE;2025-03;DIESEL S10;5,6498
SUMARE;2025-04;DIESEL S10;5,4141
SUMARE;2025-05;DIESEL S10;5,2105
SUMARE;2025-06;DIESEL S10;5,2103
SUMARE;2025-07;DIESEL S10;5,2571
SUMARE;2025-08;DIESEL S10;5,3221
SUMARE;2025-09;DIESEL S10;5,3096
SUMARE;2025-10;DIESEL S10;5,3279
SUMARE;2025-11;DIESEL S10;5,3561
SUMARE;2025-12;DIESEL S10;5,3551
SUZANO;2025-01;ETANOL;3,5096
SUZANO;2025-02;ETANOL;3,5966
SUZANO;2025-03;ETANOL;3,5313
SUZANO;2025-04;ETANOL;3,4049
SUZANO;2025-05;ETANOL;3,3999
SUZANO;2025-06;ETANOL;3,276
SUZANO;2025-07;ETANOL;3,247
SUZANO;2025-08;ETANOL;3,3569
SUZANO;2025-09;ETANOL;3,4956
SUZANO;2025-10;ETANOL;3,4618
SUZANO;2025-11;ETANOL;3,5496
SUZANO;2025-12;ETANOL;3,6582
SUZANO;2025-01;GASOLINA;5,2757
SUZANO;2025-02;GASOLINA;5,3934
SUZANO;2025-03;GASOLINA;5,3688
SUZANO;2025-04;GASOLINA;5,3265
SUZANO;2025-05;GASOLINA;5,3009
SUZANO;2025-06;GASOLINA;5,2357
SUZANO;2025-07;GASOLINA;5,2234
SUZANO;2025-08;GASOLINA;5,2168
SUZANO;2025-09;GASOLINA;5,2387
SUZANO;2025-10;GASOLINA;5,2171
SUZANO;2025-11;GASOLINA;5,1937
SUZANO;2025-12;GASOLINA;5,2258
SUZANO;2025-01;DIESEL S10;5,4464
SUZANO;2025-02;DIESEL S10;5,6974
SUZANO;2025-03;DIESEL S10;5,6329
SUZANO;2025-04;DIESEL S10;5,3837
SUZANO;2025-05;DIESEL S10;5,1684
SUZANO;2025-06;DIESEL S10;5,1988
SUZANO;2025-07;DIESEL S10;5,2856
SUZANO;2025-08;DIESEL S10;5,3738
SUZANO;2025-09;DIESEL S10;5,3033
SUZANO;2025-10;DIESEL S10;5,3086
SUZANO;2025-11;DIESEL S10;5,3442
SUZANO;2025-12;DIESEL S10;5,3612
TABOAO DA SERRA;2025-01;ETANOL;3,4992
TABOAO DA SERRA;2025-02;ETANOL;3,5913
TABOAO DA SERRA;2025-03;ETANOL;3,5576
TABOAO DA SERRA;2025-04;ETANOL;3,472
TABOAO DA SERRA;2025-05;ETANOL;3,4224
TABOAO DA SERRA;2025-06;ETANOL;3,3384
TABOAO DA SERRA;2025-07;ETANOL;3,2752
TABOAO DA SERRA;2025-08;ETANOL;3,393
TABOAO DA SERRA;2025-09;ETANOL;3,5271
TABOAO DA SERRA;2025-10;ETANOL;3,5016
TABOAO DA SERRA;2025-11;ETANOL;3,595
TABOAO DA SERRA;2025-12;ETANOL;3,7064
TABOAO DA SERRA;2025-01;GASOLINA;5,2738
TABOAO DA SERRA;2025-02;GASOLINA;5,3845
TABOAO DA SERRA;2025-03;GASOLINA;5,3827
TABOAO DA SERRA;2025-04;GASOLINA;5,3525
TABOAO DA SERRA;2025-05;GASOLINA;5,3098
TABOAO DA SERRA;2025-06;GASOLINA;5,2511
TABOAO DA SERRA;2025-07;GASOLINA;5,2146
TABOAO DA SERRA;2025-08;GASOLINA;5,2256
TABOAO DA SERRA;2025-09;GASOLINA;5,2406
TABOAO DA SERRA;2025-10;GASOLINA;5,233
TABOAO DA SERRA;2025-11;GASOLINA;5,217
TABOAO DA SERRA;2025-12;GASOLINA;5,2436
TABOAO DA SERRA;2025-01;DIESEL S10;5,4899
TABOAO DA SERRA;2025-02;DIESEL S10;5,7299
TABOAO DA SERRA;2025-03;DIESEL S10;5,6584
TABOAO DA SERRA;2025-04;DIESEL S10;5,4139
TABOAO DA SERRA;2025-05;DIESEL S10;5,2278
TABOAO DA SERRA;2025-06;DIESEL S10;5,2473
TABOAO DA SERRA;2025-07;DIESEL S10;5,3267
TABOAO DA SERRA;2025-08;DIESEL S10;5,4353
TABOAO DA SERRA;2025-09;DIESEL S10;5,3573
TABOAO DA SERRA;2025-10;DIESEL S10;5,3646
TABOAO DA SERRA;2025-11;DIESEL S10;5,4004
TABOAO DA SERRA;2025-12;DIESEL S10;5,4118
TATUI;2025-01;ETANOL;3,4281
TATUI;2025-02;ETANOL;3,5193
TATUI;2025-03;ETANOL;3,5449
TATUI;2025-04;ETANOL;3,4218
TATUI;2025-05;ETANOL;3,4156
TATUI;2025-06;ETANOL;3,2901
TATUI;2025-07;ETANOL;3,3085
TATUI;2025-08;ETANOL;3,4208
TATUI;2025-09;ETANOL;3,586
TATUI;2025-10;ETANOL;3,452
TATUI;2025-11;ETANOL;3,5701
TATUI;2025-12;ETANOL;3,7314
TATUI;2025-01;GASOLINA;5,2804
TATUI;2025-02;GASOLINA;5,4126
TATUI;2025-03;GASOLINA;5,3637
TATUI;2025-04;GASOLINA;5,334
TATUI;2025-05;GASOLINA;5,3129
TATUI;2025-06;GASOLINA;5,25
TATUI;2025-07;GASOLINA;5,2595
TATUI;2025-08;GASOLINA;5,2198
TATUI;2025-09;GASOLINA;5,209
TATUI;2025-10;GASOLINA;5,2395
TATUI;2025-11;GASOLINA;5,2365
TATUI;2025-12;GASOLINA;5,2615
TATUI;2025-01;DIESEL S10;5,4625
TATUI;2025-02;DIESEL S10;5,7064
TATUI;2025-03;DIESEL S10;5,6249
TATUI;2025-04;DIESEL S10;5,3862
TATUI;2025-05;DIESEL S10;5,195
TATUI;2025-06;DIESEL S10;5,188
TATUI;2025-07;DIESEL S10;5,2353
TATUI;2025-08;DIESEL S10;5,3339
TATUI;2025-09;DIESEL S10;5,2935
TATUI;2025-10;DIESEL S10;5,3255
TATUI;2025-11;DIESEL S10;5,3319
TATUI;2025-12;DIESEL S10;5,3664
TAUBATE;2025-01;ETANOL;3,5123
TAUBATE;2025-02;ETANOL;3,6027
TAUBATE;2025-03;ETANOL;3,5921
TAUBATE;2025-04;ETANOL;3,4799
TAUBATE;2025-05;ETANOL;3,4592
TAUBATE;2025-06;ETANOL;3,3367
TAUBATE;2025-07;ETANOL;3,3027
TAUBATE;2025-08;ETANOL;3,3865
TAUBATE;2025-09;ETANOL;3,515
TAUBATE;2025-10;ETANOL;3,5068
TAUBATE;2025-11;ETANOL;3,5837
TAUBATE;2025-12;ETANOL;3,706
TAUBATE;2025-01;GASOLINA;5,2854
TAUBATE;2025-02;GASOLINA;5,4011
TAUBATE;2025-03;GASOLINA;5,3709
TAUBATE;2025-04;GASOLINA;5,3731
TAUBATE;2025-05;GASOLINA;5,3865
TAUBATE;2025-06;GASOLINA;5,2706
TAUBATE;2025-07;GASOLINA;5,2485
TAUBATE;2025-08;GASOLINA;5,2486
TAUBATE;2025-09;GASOLINA;5,2779
TAUBATE;2025-10;GASOLINA;5,2435
TAUBATE;2025-11;GASOLINA;5,215
TAUBATE;2025-12;GASOLINA;5,2504
TAUBATE;2025-01;DIESEL S10;5,498
TAUBATE;2025-02;DIESEL S10;5,7527
TAUBATE;2025-03;DIESEL S10;5,6949
TAUBATE;2025-04;DIESEL S10;5,5107
TAUBATE;2025-05;DIESEL S10;5,3192
TAUBATE;2025-06;DIESEL S10;5,3138
TAUBATE;2025-07;DIESEL S10;5,3466
TAUBATE;2025-08;DIESEL S10;5,4133
TAUBATE;2025-09;DIESEL S10;5,401
TAUBATE;2025-10;DIESEL S10;5,4067
TAUBATE;2025-11;DIESEL S10;5,4312
TAUBATE;2025-12;DIESEL S10;5,431
UBATUBA;2025-01;ETANOL;3,6194
UBATUBA;2025-02;ETANOL;3,6889
UBATUBA;2025-03;ETANOL;3,6398
UBATUBA;2025-04;ETANOL;3,5654
UBATUBA;2025-05;ETANOL;3,522
UBATUBA;2025-06;ETANOL;3,4073
UBATUBA;2025-07;ETANOL;3,3802
UBATUBA;2025-08;ETANOL;3,4313
UBATUBA;2025-09;ETANOL;3,5538
UBATUBA;2025-10;ETANOL;3,5748
UBATUBA;2025-11;ETANOL;3,6692
UBATUBA;2025-12;ETANOL;3,7899
UBATUBA;2025-01;GASOLINA;5,4256
UBATUBA;2025-02;GASOLINA;5,5565
UBATUBA;2025-03;GASOLINA;5,544
UBATUBA;2025-04;GASOLINA;5,55
UBATUBA;2025-05;GASOLINA;5,5637
UBATUBA;2025-06;GASOLINA;5,3802
UBATUBA;2025-07;GASOLINA;5,3986
UBATUBA;2025-08;GASOLINA;5,3618
UBATUBA;2025-09;GASOLINA;5,419
UBATUBA;2025-10;GASOLINA;5,3477
UBATUBA;2025-11;GASOLINA;5,3324
UBATUBA;2025-12;GASOLINA;5,3552
UBATUBA;2025-01;DIESEL S10;5,6348
UBATUBA;2025-02;DIESEL S10;5,846
UBATUBA;2025-03;DIESEL S10;5,8261
UBATUBA;2025-04;DIESEL S10;5,6374
UBATUBA;2025-05;DIESEL S10;5,4396
UBATUBA;2025-06;DIESEL S10;5,4364
UBATUBA;2025-07;DIESEL S10;5,432
UBATUBA;2025-08;DIESEL S10;5,4883
UBATUBA;2025-09;DIESEL S10;5,4778
UBATUBA;2025-10;DIESEL S10;5,4611
UBATUBA;2025-11;DIESEL S10;5,5023
UBATUBA;2025-12;DIESEL S10;5,5316
VALINHOS;2025-01;ETANOL;3,4734
VALINHOS;2025-02;ETANOL;3,5861
VALINHOS;2025-03;ETANOL;3,5601
VALINHOS;2025-04;ETANOL;3,4455
VALINHOS;2025-05;ETANOL;3,4259
VALINHOS;2025-06;ETANOL;3,2815
VALINHOS;2025-07;ETANOL;3,2784
VALINHOS;2025-08;ETANOL;3,385
VALINHOS;2025-09;ETANOL;3,51
VALINHOS;2025-10;ETANOL;3,465
VALINHOS;2025-11;ETANOL;3,542
VALINHOS;2025-12;ETANOL;3,665
VALINHOS;2025-01;GASOLINA;5,3889
VALINHOS;2025-02;GASOLINA;5,4636
VALINHOS;2025-03;GASOLINA;5,4262
VALINHOS;2025-04;GASOLINA;5,3941
VALINHOS;2025-05;GASOLINA;5,3862
VALINHOS;2025-06;GASOLINA;5,2917
VALINHOS;2025-07;GASOLINA;5,2887
VALINHOS;2025-08;GASOLINA;5,2872
VALINHOS;2025-09;GASOLINA;5,2841
VALINHOS;2025-10;GASOLINA;5,2833
VALINHOS;2025-11;GASOLINA;5,2687
VALINHOS;2025-12;GASOLINA;5,2836
VALINHOS;2025-01;DIESEL S10;5,5305
VALINHOS;2025-02;DIESEL S10;5,7651
VALINHOS;2025-03;DIESEL S10;5,6915
VALINHOS;2025-04;DIESEL S10;5,4655
VALINHOS;2025-05;DIESEL S10;5,274
VALINHOS;2025-06;DIESEL S10;5,2594
VALINHOS;2025-07;DIESEL S10;5,2773
VALINHOS;2025-08;DIESEL S10;5,3603
VALINHOS;2025-09;DIESEL S10;5,3398
VALINHOS;2025-10;DIESEL S10;5,3508
VALINHOS;2025-11;DIESEL S10;5,3743
VALINHOS;2025-12;DIESEL S10;5,3977
VARZEA PAULISTA;2025-01;ETANOL;3,5059
VARZEA PAULISTA;2025-02;ETANOL;3,5855
VARZEA PAULISTA;2025-03;ETANOL;3,5526
VARZEA PAULISTA;2025-04;ETANOL;3,4538
VARZEA PAULISTA;2025-05;ETANOL;3,4402
VARZEA PAULISTA;2025-06;ETANOL;3,3117
VARZEA PAULISTA;2025-07;ETANOL;3,2979
VARZEA PAULISTA;2025-08;ETANOL;3,4034
VARZEA PAULISTA;2025-09;ETANOL;3,5594
VARZEA PAULISTA;2025-10;ETANOL;3,491
VARZEA PAULISTA;2025-11;ETANOL;3,5801
VARZEA PAULISTA;2025-12;ETANOL;3,7215
VARZEA PAULISTA;2025-01;GASOLINA;5,3204
VARZEA PAULISTA;2025-02;GASOLINA;5,4279
VARZEA PAULISTA;2025-03;GASOLINA;5,3895
VARZEA PAULISTA;2025-04;GASOLINA;5,3508
VARZEA PAULISTA;2025-05;GASOLINA;5,3599
VARZEA PAULISTA;2025-06;GASOLINA;5,2628
VARZEA PAULISTA;2025-07;GASOLINA;5,258
VARZEA PAULISTA;2025-08;GASOLINA;5,2544
VARZEA PAULISTA;2025-09;GASOLINA;5,2442
VARZEA PAULISTA;2025-10;GASOLINA;5,2531
VARZEA PAULISTA;2025-11;GASOLINA;5,2422
VARZEA PAULISTA;2025-12;GASOLINA;5,2738
VARZEA PAULISTA;2025-01;DIESEL S10;5,5628
VARZEA PAULISTA;2025-02;DIESEL S10;5,7847
VARZEA PAULISTA;2025-03;DIESEL S10;5,7221
VARZEA PAULISTA;2025-04;DIESEL S10;5,4593
VARZEA PAULISTA;2025-05;DIESEL S10;5,2742
VARZEA PAULISTA;2025-06;DIESEL S10;5,3251
VARZEA PAULISTA;2025-07;DIESEL S10;5,3811
VARZEA PAULISTA;2025-08;DIESEL S10;5,4367
VARZEA PAULISTA;2025-09;DIESEL S10;5,3854
VARZEA PAULISTA;2025-10;DIESEL S10;5,3895
VARZEA PAULISTA;2025-11;DIESEL S10;5,4422
VARZEA PAULISTA;2025-12;DIESEL S10;5,4391
VINHEDO;2025-01;ETANOL;3,5574
VINHEDO;2025-02;ETANOL;3,6483
VINHEDO;2025-03;ETANOL;3,6283
VINHEDO;2025-04;ETANOL;3,5108
VINHEDO;2025-05;ETANOL;3,5005
VINHEDO;2025-06;ETANOL;3,3437
VINHEDO;2025-07;ETANOL;3,3427
VINHEDO;2025-08;ETANOL;3,4307
VINHEDO;2025-09;ETANOL;3,5413
VINHEDO;2025-10;ETANOL;3,5308
VINHEDO;2025-11;ETANOL;3,6227
VINHEDO;2025-12;ETANOL;3,7537
VINHEDO;2025-01;GASOLINA;5,4408
VINHEDO;2025-02;GASOLINA;5,5248
VINHEDO;2025-03;GASOLINA;5,4992
VINHEDO;2025-04;GASOLINA;5,458
VINHEDO;2025-05;GASOLINA;5,4664
VINHEDO;2025-06;GASOLINA;5,3733
VINHEDO;2025-07;GASOLINA;5,3707
VINHEDO;2025-08;GASOLINA;5,3586
VINHEDO;2025-09;GASOLINA;5,3898
VINHEDO;2025-10;GASOLINA;5,3822
VINHEDO;2025-11;GASOLINA;5,3658
VINHEDO;2025-12;GASOLINA;5,4063
VINHEDO;2025-01;DIESEL S10;5,6324
VINHEDO;2025-02;DIESEL S10;5,8783
VINHEDO;2025-03;DIESEL S10;5,8761
VINHEDO;2025-04;DIESEL S10;5,6151
VINHEDO;2025-05;DIESEL S10;5,4551
VINHEDO;2025-06;DIESEL S10;5,4561
VINHEDO;2025-07;DIESEL S10;5,4282
VINHEDO;2025-08;DIESEL S10;5,5176
VINHEDO;2025-09;DIESEL S10;5,4538
VINHEDO;2025-10;DIESEL S10;5,4889
VINHEDO;2025-11;DIESEL S10;5,5094
VINHEDO;2025-12;DIESEL S10;5,4729
VOTORANTIM;2025-01;ETANOL;3,4889
VOTORANTIM;2025-02;ETANOL;3,5561
VOTORANTIM;2025-03;ETANOL;3,536
VOTORANTIM;2025-04;ETANOL;3,4341
VOTORANTIM;2025-05;ETANOL;3,4095
VOTORANTIM;2025-06;ETANOL;3,2641
VOTORANTIM;2025-07;ETANOL;3,2599
VOTORANTIM;2025-08;ETANOL;3,4117
VOTORANTIM;2025-09;ETANOL;3,5271
VOTORANTIM;2025-10;ETANOL;3,4787
VOTORANTIM;2025-11;ETANOL;3,5855
VOTORANTIM;2025-12;ETANOL;3,6968
VOTORANTIM;2025-01;GASOLINA;5,3053
VOTORANTIM;2025-02;GASOLINA;5,4945
VOTORANTIM;2025-03;GASOLINA;5,428
VOTORANTIM;2025-04;GASOLINA;5,3773
VOTORANTIM;2025-05;GASOLINA;5,3571
VOTORANTIM;2025-06;GASOLINA;5,2552
VOTORANTIM;2025-07;GASOLINA;5,2467
VOTORANTIM;2025-08;GASOLINA;5,272
VOTORANTIM;2025-09;GASOLINA;5,2949
VOTORANTIM;2025-10;GASOLINA;5,2797
VOTORANTIM;2025-11;GASOLINA;5,2733
VOTORANTIM;2025-12;GASOLINA;5,2947
VOTORANTIM;2025-01;DIESEL S10;5,539
VOTORANTIM;2025-02;DIESEL S10;5,7671
VOTORANTIM;2025-03;DIESEL S10;5,6792
VOTORANTIM;2025-04;DIESEL S10;5,4131
VOTORANTIM;2025-05;DIESEL S10;5,1843
VOTORANTIM;2025-06;DIESEL S10;5,2195
VOTORANTIM;2025-07;DIESEL S10;5,3073
VOTORANTIM;2025-08;DIESEL S10;5,3951
VOTORANTIM;2025-09;DIESEL S10;5,3657
VOTORANTIM;2025-10;DIESEL S10;5,373
VOTORANTIM;2025-11;DIESEL S10;5,4112
VOTORANTIM;2025-12;DIESEL S10;5,4016
VOTUPORANGA;2025-01;ETANOL;3,3539
VOTUPORANGA;2025-02;ETANOL;3,4748
VOTUPORANGA;2025-03;ETANOL;3,4543
VOTUPORANGA;2025-04;ETANOL;3,3753
VOTUPORANGA;2025-05;ETANOL;3,3428
VOTUPORANGA;2025-06;ETANOL;3,3976
VOTUPORANGA;2025-07;ETANOL;3,319
VOTUPORANGA;2025-08;ETANOL;3,3789
VOTUPORANGA;2025-09;ETANOL;3,4327
VOTUPORANGA;2025-10;ETANOL;3,403
VOTUPORANGA;2025-11;ETANOL;3,4557
VOTUPORANGA;2025-12;ETANOL;3,6039
VOTUPORANGA;2025-01;GASOLINA;5,4452
VOTUPORANGA;2025-02;GASOLINA;5,5626
VOTUPORANGA;2025-03;GASOLINA;5,5158
VOTUPORANGA;2025-04;GASOLINA;5,5256
VOTUPORANGA;2025-05;GASOLINA;5,4441
VOTUPORANGA;2025-06;GASOLINA;5,4238
VOTUPORANGA;2025-07;GASOLINA;5,4235
VOTUPORANGA;2025-08;GASOLINA;5,4084
VOTUPORANGA;2025-09;GASOLINA;5,372
VOTUPORANGA;2025-10;GASOLINA;5,38
VOTUPORANGA;2025-11;GASOLINA;5,3389
VOTUPORANGA;2025-12;GASOLINA;5,3704
VOTUPORANGA;2025-01;DIESEL S10;5,5258
VOTUPORANGA;2025-02;DIESEL S10;5,7747
VOTUPORANGA;2025-03;DIESEL S10;5,7341
VOTUPORANGA;2025-04;DIESEL S10;5,4429
VOTUPORANGA;2025-05;DIESEL S10;5,2269
VOTUPORANGA;2025-06;DIESEL S10;5,2406
VOTUPORANGA;2025-07;DIESEL S10;5,3097
VOTUPORANGA;2025-08;DIESEL S10;5,4499
VOTUPORANGA;2025-09;DIESEL S10;5,4182
VOTUPORANGA;2025-10;DIESEL S10;5,4041
VOTUPORANGA;2025-11;DIESEL S10;5,4337
VOTUPORANGA;2025-12;DIESEL S10;5,4593
