Municipio;Mes;Produto;Preco_Distribuicao
ADAMANTINA;2025-01;ETANOL;3,3224
ADAMANTINA;2025-02;ETANOL;3,4268
ADAMANTINA;2025-03;ETANOL;3,4237
ADAMANTINA;2025-04;ETANOL;3,3468
ADAMANTINA;2025-05;ETANOL;3,3169
ADAMANTINA;2025-06;ETANOL;3,1935
ADAMANTINA;2025-07;ETANOL;3,1979
ADAMANTINA;2025-08;ETANOL;3,3018
ADAMANTINA;2025-09;ETANOL;3,4321
ADAMANTINA;2025-10;ETANOL;3,4055
ADAMANTINA;2025-11;ETANOL;3,4529
ADAMANTINA;2025-12;ETANOL;3,5823
ADAMANTINA;2025-01;GASOLINA;5,3234
ADAMANTINA;2025-02;GASOLINA;5,4206
ADAMANTINA;2025-03;GASOLINA;5,392
ADAMANTINA;2025-04;GASOLINA;5,3587
ADAMANTINA;2025-05;GASOLINA;5,2771
ADAMANTINA;2025-06;GASOLINA;5,311
ADAMANTINA;2025-07;GASOLINA;5,2629
ADAMANTINA;2025-08;GASOLINA;5,271
ADAMANTINA;2025-09;GASOLINA;5,2272
ADAMANTINA;2025-10;GASOLINA;5,2439
ADAMANTINA;2025-11;GASOLINA;5,2792
ADAMANTINA;2025-12;GASOLINA;5,2985
ADAMANTINA;2025-01;DIESEL S10;5,5537
ADAMANTINA;2025-02;DIESEL S10;5,7674
ADAMANTINA;2025-03;DIESEL S10;5,6376
ADAMANTINA;2025-04;DIESEL S10;5,4232
ADAMANTINA;2025-05;DIESEL S10;5,1745
ADAMANTINA;2025-06;DIESEL S10;5,2232
ADAMANTINA;2025-07;DIESEL S10;5,3621
ADAMANTINA;2025-08;DIESEL S10;5,4488
ADAMANTINA;2025-09;DIESEL S10;5,3591
ADAMANTINA;2025-10;DIESEL S10;5,4188
ADAMANTINA;2025-11;DIESEL S10;5,4492
ADAMANTINA;2025-12;DIESEL S10;5,4304
AMERICANA;2025-01;ETANOL;3,4645
AMERICANA;2025-02;ETANOL;3,565
AMERICANA;2025-03;ETANOL;3,5284
AMERICANA;2025-04;ETANOL;3,438
AMERICANA;2025-05;ETANOL;3,3946
AMERICANA;2025-06;ETANOL;3,2736
AMERICANA;2025-07;ETANOL;3,2779
AMERICANA;2025-08;ETANOL;3,3946
AMERICANA;2025-09;ETANOL;3,5023
AMERICANA;2025-10;ETANOL;3,4739
AMERICANA;2025-11;ETANOL;3,564
AMERICANA;2025-12;ETANOL;3,6966
AMERICANA;2025-01;GASOLINA;5,3327
AMERICANA;2025-02;GASOLINA;5,4361
AMERICANA;2025-03;GASOLINA;5,398
AMERICANA;2025-04;GASOLINA;5,3707
AMERICANA;2025-05;GASOLINA;5,3315
AMERICANA;2025-06;GASOLINA;5,2713
AMERICANA;2025-07;GASOLINA;5,2713
AMERICANA;2025-08;GASOLINA;5,2706
AMERICANA;2025-09;GASOLINA;5,2736
AMERICANA;2025-10;GASOLINA;5,2794
AMERICANA;2025-11;GASOLINA;5,2589
AMERICANA;2025-12;GASOLINA;5,2893
AMERICANA;2025-01;DIESEL S10;5,5093
AMERICANA;2025-02;DIESEL S10;5,758
AMERICANA;2025-03;DIESEL S10;5,6651
AMERICANA;2025-04;DIESEL S10;5,4107
AMERICANA;2025-05;DIESEL S10;5,1996
AMERICANA;2025-06;DIESEL S10;5,1869
AMERICANA;2025-07;DIESEL S10;5,2447
AMERICANA;2025-08;DIESEL S10;5,3585
AMERICANA;2025-09;DIESEL S10;5,3421
AMERICANA;2025-10;DIESEL S10;5,3527
AMERICANA;2025-11;DIESEL S10;5,3817
AMERICANA;2025-12;DIESEL S10;5,4156
AMPARO;2025-01;ETANOL;3,5039
AMPARO;2025-02;ETANOL;3,646
AMPARO;2025-03;ETANOL;3,5845
AMPARO;2025-04;ETANOL;3,4662
AMPARO;2025-05;ETANOL;3,4576
AMPARO;2025-06;ETANOL;3,3378
AMPARO;2025-07;ETANOL;3,3162
AMPARO;2025-08;ETANOL;3,4516
AMPARO;2025-09;ETANOL;3,5524
AMPARO;2025-10;ETANOL;3,5324
AMPARO;2025-11;ETANOL;3,6167
AMPARO;2025-12;ETANOL;3,7262
AMPARO;2025-01;GASOLINA;5,3584
AMPARO;2025-02;GASOLINA;5,5151
AMPARO;2025-03;GASOLINA;5,4851
AMPARO;2025-04;GASOLINA;5,4788
AMPARO;2025-05;GASOLINA;5,4619
AMPARO;2025-06;GASOLINA;5,3742
AMPARO;2025-07;GASOLINA;5,3593
AMPARO;2025-08;GASOLINA;5,3665
AMPARO;2025-09;GASOLINA;5,4083
AMPARO;2025-10;GASOLINA;5,3594
AMPARO;2025-11;GASOLINA;5,3512
AMPARO;2025-12;GASOLINA;5,3821
AMPARO;2025-01;DIESEL S10;5,557
AMPARO;2025-02;DIESEL S10;5,8188
AMPARO;2025-03;DIESEL S10;5,7804
AMPARO;2025-04;DIESEL S10;5,5256
AMPARO;2025-05;DIESEL S10;5,2982
AMPARO;2025-06;DIESEL S10;5,3815
AMPARO;2025-07;DIESEL S10;5,4256
AMPARO;2025-08;DIESEL S10;5,5183
AMPARO;2025-09;DIESEL S10;5,4494
AMPARO;2025-10;DIESEL S10;5,4772
AMPARO;2025-11;DIESEL S10;5,5042
AMPARO;2025-12;DIESEL S10;5,5228
ARACATUBA;2025-01;ETANOL;3,348
ARACATUBA;2025-02;ETANOL;3,4645
ARACATUBA;2025-03;ETANOL;3,4333
ARACATUBA;2025-04;ETANOL;3,3231
ARACATUBA;2025-05;ETANOL;3,2922
ARACATUBA;2025-06;ETANOL;3,1597
ARACATUBA;2025-07;ETANOL;3,1785
ARACATUBA;2025-08;ETANOL;3,2883
ARACATUBA;2025-09;ETANOL;3,4088
ARACATUBA;2025-10;ETANOL;3,3674
ARACATUBA;2025-11;ETANOL;3,4402
ARACATUBA;2025-12;ETANOL;3,5643
ARACATUBA;2025-01;GASOLINA;5,4415
ARACATUBA;2025-02;GASOLINA;5,4934
ARACATUBA;2025-03;GASOLINA;5,4527
ARACATUBA;2025-04;GASOLINA;5,4023
ARACATUBA;2025-05;GASOLINA;5,3455
ARACATUBA;2025-06;GASOLINA;5,3101
ARACATUBA;2025-07;GASOLINA;5,335
ARACATUBA;2025-08;GASOLINA;5,3273
ARACATUBA;2025-09;GASOLINA;5,3078
ARACATUBA;2025-10;GASOLINA;5,2988
ARACATUBA;2025-11;GASOLINA;5,3123
ARACATUBA;2025-12;GASOLINA;5,3533
ARACATUBA;2025-01;DIESEL S10;5,5016
ARACATUBA;2025-02;DIESEL S10;5,7662
ARACATUBA;2025-03;DIESEL S10;5,6621
ARACATUBA;2025-04;DIESEL S10;5,4219
ARACATUBA;2025-05;DIESEL S10;5,2273
ARACATUBA;2025-06;DIESEL S10;5,2264
ARACATUBA;2025-07;DIESEL S10;5,3192
ARACATUBA;2025-08;DIESEL S10;5,4197
ARACATUBA;2025-09;DIESEL S10;5,3822
ARACATUBA;2025-10;DIESEL S10;5,4001
ARACATUBA;2025-11;DIESEL S10;5,4043
ARACATUBA;2025-12;DIESEL S10;5,4133
ARARAS;2025-01;ETANOL;3,4083
ARARAS;2025-02;ETANOL;3,494
ARARAS;2025-03;ETANOL;3,4686
ARARAS;2025-04;ETANOL;3,361
ARARAS;2025-05;ETANOL;3,3609
ARARAS;2025-06;ETANOL;3,2338
ARARAS;2025-07;ETANOL;3,2162
ARARAS;2025-08;ETANOL;3,3517
ARARAS;2025-09;ETANOL;3,4612
ARARAS;2025-10;ETANOL;3,4332
ARARAS;2025-11;ETANOL;3,5222
ARARAS;2025-12;ETANOL;3,6406
ARARAS;2025-01;GASOLINA;5,2794
ARARAS;2025-02;GASOLINA;5,4006
ARARAS;2025-03;GASOLINA;5,317
ARARAS;2025-04;GASOLINA;5,287
ARARAS;2025-05;GASOLINA;5,274
ARARAS;2025-06;GASOLINA;5,2179
ARARAS;2025-07;GASOLINA;5,2336
ARARAS;2025-08;GASOLINA;5,2287
ARARAS;2025-09;GASOLINA;5,204
ARARAS;2025-10;GASOLINA;5,2394
ARARAS;2025-11;GASOLINA;5,2393
ARARAS;2025-12;GASOLINA;5,2344
ARARAS;2025-01;DIESEL S10;5,499
ARARAS;2025-02;DIESEL S10;5,7487
ARARAS;2025-03;DIESEL S10;5,6626
ARARAS;2025-04;DIESEL S10;5,3945
ARARAS;2025-05;DIESEL S10;5,1999
ARARAS;2025-06;DIESEL S10;5,1777
ARARAS;2025-07;DIESEL S10;5,2558
ARARAS;2025-08;DIESEL S10;5,347
ARARAS;2025-09;DIESEL S10;5,3392
ARARAS;2025-10;DIESEL S10;5,3428
ARARAS;2025-11;DIESEL S10;5,3714
ARARAS;2025-12;DIESEL S10;5,4091
ASSIS;2025-01;ETANOL;3,4203
ASSIS;2025-02;ETANOL;3,5357
ASSIS;2025-03;ETANOL;3,5147
ASSIS;2025-04;ETANOL;3,413
ASSIS;2025-05;ETANOL;3,4149
ASSIS;2025-06;ETANOL;3,3045
ASSIS;2025-07;ETANOL;3,2871
ASSIS;2025-08;ETANOL;3,3808
ASSIS;2025-09;ETANOL;3,5208
ASSIS;2025-10;ETANOL;3,4651
ASSIS;2025-11;ETANOL;3,5596
ASSIS;2025-12;ETANOL;3,6758
ASSIS;2025-01;GASOLINA;5,3929
ASSIS;2025-02;GASOLINA;5,5077
ASSIS;2025-03;GASOLINA;5,4021
ASSIS;2025-04;GASOLINA;5,3687
ASSIS;2025-05;GASOLINA;5,273
ASSIS;2025-06;GASOLINA;5,2537
ASSIS;2025-07;GASOLINA;5,3466
ASSIS;2025-08;GASOLINA;5,3426
ASSIS;2025-09;GASOLINA;5,364
ASSIS;2025-10;GASOLINA;5,3611
ASSIS;2025-11;GASOLINA;5,3616
ASSIS;2025-12;GASOLINA;5,4117
ASSIS;2025-01;DIESEL S10;5,6021
ASSIS;2025-02;DIESEL S10;5,8417
ASSIS;2025-03;DIESEL S10;5,77
ASSIS;2025-04;DIESEL S10;5,5442
ASSIS;2025-05;DIESEL S10;5,3156
ASSIS;2025-06;DIESEL S10;5,3428
ASSIS;2025-07;DIESEL S10;5,3567
ASSIS;2025-08;DIESEL S10;5,4546
ASSIS;2025-09;DIESEL S10;5,4388
ASSIS;2025-10;DIESEL S10;5,4455
ASSIS;2025-11;DIESEL S10;5,4681
ASSIS;2025-12;DIESEL S10;5,4941
AVARE;2025-01;ETANOL;3,4545
AVARE;2025-02;ETANOL;3,5161
AVARE;2025-03;ETANOL;3,5013
AVARE;2025-04;ETANOL;3,3968
AVARE;2025-05;ETANOL;3,3653
AVARE;2025-06;ETANOL;3,251
AVARE;2025-07;ETANOL;3,2447
AVARE;2025-08;ETANOL;3,3369
AVARE;2025-09;ETANOL;3,4701
AVARE;2025-10;ETANOL;3,4094
AVARE;2025-11;ETANOL;3,5219
AVARE;2025-12;ETANOL;3,6648
AVARE;2025-01;GASOLINA;5,3199
AVARE;2025-02;GASOLINA;5,4004
AVARE;2025-03;GASOLINA;5,3469
AVARE;2025-04;GASOLINA;5,3177
AVARE;2025-05;GASOLINA;5,296
AVARE;2025-06;GASOLINA;5,2244
AVARE;2025-07;GASOLINA;5,2327
AVARE;2025-08;GASOLINA;5,2336
AVARE;2025-09;GASOLINA;5,2391
AVARE;2025-10;GASOLINA;5,2156
AVARE;2025-11;GASOLINA;5,2268
AVARE;2025-12;GASOLINA;5,2716
AVARE;2025-01;DIESEL S10;5,4344
AVARE;2025-02;DIESEL S10;5,644
AVARE;2025-03;DIESEL S10;5,5597
AVARE;2025-04;DIESEL S10;5,3409
AVARE;2025-05;DIESEL S10;5,1674
AVARE;2025-06;DIESEL S10;5,1079
AVARE;2025-07;DIESEL S10;5,1514
AVARE;2025-08;DIESEL S10;5,2533
AVARE;2025-09;DIESEL S10;5,2445
AVARE;2025-10;DIESEL S10;5,2424
AVARE;2025-11;DIESEL S10;5,2911
AVARE;2025-12;DIESEL S10;5,3145
BARRETOS;2025-01;ETANOL;3,4174
BARRETOS;2025-02;ETANOL;3,4972
BARRETOS;2025-03;ETANOL;3,4326
BARRETOS;2025-04;ETANOL;3,3547
BARRETOS;2025-05;ETANOL;3,3582
BARRETOS;2025-06;ETANOL;3,2225
BARRETOS;2025-07;ETANOL;3,2038
BARRETOS;2025-08;ETANOL;3,309
BARRETOS;2025-09;ETANOL;3,4462
BARRETOS;2025-10;ETANOL;3,3992
BARRETOS;2025-11;ETANOL;3,4884
BARRETOS;2025-12;ETANOL;3,6293
BARRETOS;2025-01;GASOLINA;5,3174
BARRETOS;2025-02;GASOLINA;5,4844
BARRETOS;2025-03;GASOLINA;5,4027
BARRETOS;2025-04;GASOLINA;5,3939
BARRETOS;2025-05;GASOLINA;5,3264
BARRETOS;2025-06;GASOLINA;5,3004
BARRETOS;2025-07;GASOLINA;5,2745
BARRETOS;2025-08;GASOLINA;5,2723
BARRETOS;2025-09;GASOLINA;5,2164
BARRETOS;2025-10;GASOLINA;5,284
BARRETOS;2025-11;GASOLINA;5,2646
BARRETOS;2025-12;GASOLINA;5,2872
BARRETOS;2025-01;DIESEL S10;5,4204
BARRETOS;2025-02;DIESEL S10;5,6391
BARRETOS;2025-03;DIESEL S10;5,5658
BARRETOS;2025-04;DIESEL S10;5,3033
BARRETOS;2025-05;DIESEL S10;5,0797
BARRETOS;2025-06;DIESEL S10;5,158
BARRETOS;2025-07;DIESEL S10;5,2721
BARRETOS;2025-08;DIESEL S10;5,3226
BARRETOS;2025-09;DIESEL S10;5,2856
BARRETOS;2025-10;DIESEL S10;5,3049
BARRETOS;2025-11;DIESEL S10;5,3233
BARRETOS;2025-12;DIESEL S10;5,3164
BARUERI;2025-01;ETANOL;3,5394
BARUERI;2025-02;ETANOL;3,6285
BARUERI;2025-03;ETANOL;3,5768
BARUERI;2025-04;ETANOL;3,477
BARUERI;2025-05;ETANOL;3,4462
BARUERI;2025-06;ETANOL;3,3074
BARUERI;2025-07;ETANOL;3,2884
BARUERI;2025-08;ETANOL;3,3962
BARUERI;2025-09;ETANOL;3,5191
BARUERI;2025-10;ETANOL;3,4911
BARUERI;2025-11;ETANOL;3,5745
BARUERI;2025-12;ETANOL;3,6988
BARUERI;2025-01;GASOLINA;5,3232
BARUERI;2025-02;GASOLINA;5,4203
BARUERI;2025-03;GASOLINA;5,3758
BARUERI;2025-04;GASOLINA;5,3366
BARUERI;2025-05;GASOLINA;5,3333
BARUERI;2025-06;GASOLINA;5,228
BARUERI;2025-07;GASOLINA;5,2202
BARUERI;2025-08;GASOLINA;5,2292
BARUERI;2025-09;GASOLINA;5,2309
BARUERI;2025-10;GASOLINA;5,2222
BARUERI;2025-11;GASOLINA;5,2081
BARUERI;2025-12;GASOLINA;5,2341
BARUERI;2025-01;DIESEL S10;5,4855
BARUERI;2025-02;DIESEL S10;5,7383
BARUERI;2025-03;DIESEL S10;5,5998
BARUERI;2025-04;DIESEL S10;5,3832
BARUERI;2025-05;DIESEL S10;5,2099
BARUERI;2025-06;DIESEL S10;5,2564
BARUERI;2025-07;DIESEL S10;5,3175
BARUERI;2025-08;DIESEL S10;5,3984
BARUERI;2025-09;DIESEL S10;5,3513
BARUERI;2025-10;DIESEL S10;5,4191
BARUERI;2025-11;DIESEL S10;5,4618
BARUERI;2025-12;DIESEL S10;5,3659
BAURU;2025-01;ETANOL;3,3921
BAURU;2025-02;ETANOL;3,4755
BAURU;2025-03;ETANOL;3,4498
BAURU;2025-04;ETANOL;3,3656
BAURU;2025-05;ETANOL;3,3291
BAURU;2025-06;ETANOL;3,1938
BAURU;2025-07;ETANOL;3,1907
BAURU;2025-08;ETANOL;3,3131
BAURU;2025-09;ETANOL;3,4292
BAURU;2025-10;ETANOL;3,3886
BAURU;2025-11;ETANOL;3,4787
BAURU;2025-12;ETANOL;3,6013
BAURU;2025-01;GASOLINA;5,3037
BAURU;2025-02;GASOLINA;5,4454
BAURU;2025-03;GASOLINA;5,3658
BAURU;2025-04;GASOLINA;5,3285
BAURU;2025-05;GASOLINA;5,2985
BAURU;2025-06;GASOLINA;5,2381
BAURU;2025-07;GASOLINA;5,2355
BAURU;2025-08;GASOLINA;5,2334
BAURU;2025-09;GASOLINA;5,1951
BAURU;2025-10;GASOLINA;5,2281
BAURU;2025-11;GASOLINA;5,2239
BAURU;2025-12;GASOLINA;5,263
BAURU;2025-01;DIESEL S10;5,5885
BAURU;2025-02;DIESEL S10;5,8082
BAURU;2025-03;DIESEL S10;5,7026
BAURU;2025-04;DIESEL S10;5,4549
BAURU;2025-05;DIESEL S10;5,2639
BAURU;2025-06;DIESEL S10;5,2679
BAURU;2025-07;DIESEL S10;5,3429
BAURU;2025-08;DIESEL S10;5,4405
BAURU;2025-09;DIESEL S10;5,3797
BAURU;2025-10;DIESEL S10;5,4199
BAURU;2025-11;DIESEL S10;5,4385
BAURU;2025-12;DIESEL S10;5,4303
BEBEDOURO;2025-01;ETANOL;3,4316
BEBEDOURO;2025-02;ETANOL;3,504
BEBEDOURO;2025-03;ETANOL;3,4699
BEBEDOURO;2025-04;ETANOL;3,3911
BEBEDOURO;2025-05;ETANOL;3,3725
BEBEDOURO;2025-06;ETANOL;3,2497
BEBEDOURO;2025-07;ETANOL;3,247
BEBEDOURO;2025-08;ETANOL;3,3445
BEBEDOURO;2025-09;ETANOL;3,4687
BEBEDOURO;2025-10;ETANOL;3,4357
BEBEDOURO;2025-11;ETANOL;3,5202
BEBEDOURO;2025-12;ETANOL;3,6397
BEBEDOURO;2025-01;GASOLINA;5,3073
BEBEDOURO;2025-02;GASOLINA;5,4487
BEBEDOURO;2025-03;GASOLINA;5,4435
BEBEDOURO;2025-04;GASOLINA;5,4193
BEBEDOURO;2025-05;GASOLINA;5,3942
BEBEDOURO;2025-06;GASOLINA;5,301
BEBEDOURO;2025-07;GASOLINA;5,3058
BEBEDOURO;2025-08;GASOLINA;5,2714
BEBEDOURO;2025-09;GASOLINA;5,2576
BEBEDOURO;2025-10;GASOLINA;5,2822
BEBEDOURO;2025-11;GASOLINA;5,2554
BEBEDOURO;2025-12;GASOLINA;5,294
BEBEDOURO;2025-01;DIESEL S10;5,4218
BEBEDOURO;2025-02;DIESEL S10;5,6513
BEBEDOURO;2025-03;DIESEL S10;5,5828
BEBEDOURO;2025-04;DIESEL S10;5,3131
BEBEDOURO;2025-05;DIESEL S10;5,1378
BEBEDOURO;2025-06;DIESEL S10;5,1708
BEBEDOURO;2025-07;DIESEL S10;5,2849
BEBEDOURO;2025-08;DIESEL S10;5,387
BEBEDOURO;2025-09;DIESEL S10;5,3269
BEBEDOURO;2025-10;DIESEL S10;5,3493
BEBEDOURO;2025-11;DIESEL S10;5,368
BEBEDOURO;2025-12;DIESEL S10;5,3634
BIRIGUI;2025-01;ETANOL;3,3776
BIRIGUI;2025-02;ETANOL;3,4832
BIRIGUI;2025-03;ETANOL;3,4459
BIRIGUI;2025-04;ETANOL;3,3477
BIRIGUI;2025-05;ETANOL;3,3147
BIRIGUI;2025-06;ETANOL;3,199
BIRIGUI;2025-07;ETANOL;3,1895
BIRIGUI;2025-08;ETANOL;3,2922
BIRIGUI;2025-09;ETANOL;3,4179
BIRIGUI;2025-10;ETANOL;3,3886
BIRIGUI;2025-11;ETANOL;3,4665
BIRIGUI;2025-12;ETANOL;3,5985
BIRIGUI;2025-01;GASOLINA;5,4502
BIRIGUI;2025-02;GASOLINA;5,4873
BIRIGUI;2025-03;GASOLINA;5,4623
BIRIGUI;2025-04;GASOLINA;5,3619
BIRIGUI;2025-05;GASOLINA;5,367
BIRIGUI;2025-06;GASOLINA;5,329
BIRIGUI;2025-07;GASOLINA;5,3249
BIRIGUI;2025-08;GASOLINA;5,3178
BIRIGUI;2025-09;GASOLINA;5,3077
BIRIGUI;2025-10;GASOLINA;5,3251
BIRIGUI;2025-11;GASOLINA;5,3351
BIRIGUI;2025-12;GASOLINA;5,3617
BIRIGUI;2025-01;DIESEL S10;5,572
BIRIGUI;2025-02;DIESEL S10;5,7979
BIRIGUI;2025-03;DIESEL S10;5,7445
BIRIGUI;2025-04;DIESEL S10;5,4094
BIRIGUI;2025-05;DIESEL S10;5,2762
BIRIGUI;2025-06;DIESEL S10;5,3164
BIRIGUI;2025-07;DIESEL S10;5,3756
BIRIGUI;2025-08;DIESEL S10;5,5201
BIRIGUI;2025-09;DIESEL S10;5,4968
BIRIGUI;2025-10;DIESEL S10;5,4958
BIRIGUI;2025-11;DIESEL S10;5,4963
BIRIGUI;2025-12;DIESEL S10;5,4746
BOTUCATU;2025-01;ETANOL;3,3819
BOTUCATU;2025-02;ETANOL;3,5131
BOTUCATU;2025-03;ETANOL;3,4685
BOTUCATU;2025-04;ETANOL;3,3525
BOTUCATU;2025-05;ETANOL;3,3057
BOTUCATU;2025-06;ETANOL;3,221
BOTUCATU;2025-07;ETANOL;3,2505
BOTUCATU;2025-08;ETANOL;3,3624
BOTUCATU;2025-09;ETANOL;3,4761
BOTUCATU;2025-10;ETANOL;3,4353
BOTUCATU;2025-11;ETANOL;3,529
BOTUCATU;2025-12;ETANOL;3,6567
BOTUCATU;2025-01;GASOLINA;5,3794
BOTUCATU;2025-02;GASOLINA;5,4817
BOTUCATU;2025-03;GASOLINA;5,4363
BOTUCATU;2025-04;GASOLINA;5,3906
BOTUCATU;2025-05;GASOLINA;5,3534
BOTUCATU;2025-06;GASOLINA;5,2916
BOTUCATU;2025-07;GASOLINA;5,2934
BOTUCATU;2025-08;GASOLINA;5,2977
BOTUCATU;2025-09;GASOLINA;5,2825
BOTUCATU;2025-10;GASOLINA;5,2765
BOTUCATU;2025-11;GASOLINA;5,2852
BOTUCATU;2025-12;GASOLINA;5,3268
BOTUCATU;2025-01;DIESEL S10;5,5798
BOTUCATU;2025-02;DIESEL S10;5,7787
BOTUCATU;2025-03;DIESEL S10;5,6929
BOTUCATU;2025-04;DIESEL S10;5,4689
BOTUCATU;2025-05;DIESEL S10;5,252
BOTUCATU;2025-06;DIESEL S10;5,2791
BOTUCATU;2025-07;DIESEL S10;5,3509
BOTUCATU;2025-08;DIESEL S10;5,4357
BOTUCATU;2025-09;DIESEL S10;5,3716
BOTUCATU;2025-10;DIESEL S10;5,3722
BOTUCATU;2025-11;DIESEL S10;5,4231
BOTUCATU;2025-12;DIESEL S10;5,4124
BRAGANCA PAULISTA;2025-01;ETANOL;3,4703
BRAGANCA PAULISTA;2025-02;ETANOL;3,5689
BRAGANCA PAULISTA;2025-03;ETANOL;3,527
BRAGANCA PAULISTA;2025-04;ETANOL;3,4103
BRAGANCA PAULISTA;2025-05;ETANOL;3,4067
BRAGANCA PAULISTA;2025-06;ETANOL;3,2629
BRAGANCA PAULISTA;2025-07;ETANOL;3,2429
BRAGANCA PAULISTA;2025-08;ETANOL;3,3661
BRAGANCA PAULISTA;2025-09;ETANOL;3,4857
BRAGANCA PAULISTA;2025-10;ETANOL;3,4509
BRAGANCA PAULISTA;2025-11;ETANOL;3,5438
BRAGANCA PAULISTA;2025-12;ETANOL;3,6796
BRAGANCA PAULISTA;2025-01;GASOLINA;5,2912
BRAGANCA PAULISTA;2025-02;GASOLINA;5,398
BRAGANCA PAULISTA;2025-03;GASOLINA;5,3831
BRAGANCA PAULISTA;2025-04;GASOLINA;5,3483
BRAGANCA PAULISTA;2025-05;GASOLINA;5,3629
BRAGANCA PAULISTA;2025-06;GASOLINA;5,2612
BRAGANCA PAULISTA;2025-07;GASOLINA;5,2449
BRAGANCA PAULISTA;2025-08;GASOLINA;5,2566
BRAGANCA PAULISTA;2025-09;GASOLINA;5,2913
BRAGANCA PAULISTA;2025-10;GASOLINA;5,2489
BRAGANCA PAULISTA;2025-11;GASOLINA;5,2244
BRAGANCA PAULISTA;2025-12;GASOLINA;5,2475
BRAGANCA PAULISTA;2025-01;DIESEL S10;5,4158
BRAGANCA PAULISTA;2025-02;DIESEL S10;5,6539
BRAGANCA PAULISTA;2025-03;DIESEL S10;5,5965
BRAGANCA PAULISTA;2025-04;DIESEL S10;5,3627
BRAGANCA PAULISTA;2025-05;DIESEL S10;5,1432
BRAGANCA PAULISTA;2025-06;DIESEL S10;5,1722
BRAGANCA PAULISTA;2025-07;DIESEL S10;5,2398
BRAGANCA PAULISTA;2025-08;DIESEL S10;5,3399
BRAGANCA PAULISTA;2025-09;DIESEL S10;5,3143
BRAGANCA PAULISTA;2025-10;DIESEL S10;5,3234
BRAGANCA PAULISTA;2025-11;DIESEL S10;5,3446
BRAGANCA PAULISTA;2025-12;DIESEL S10;5,3172
CACAPAVA;2025-01;ETANOL;3,5095
CACAPAVA;2025-02;ETANOL;3,6283
CACAPAVA;2025-03;ETANOL;3,5709
CACAPAVA;2025-04;ETANOL;3,4837
CACAPAVA;2025-05;ETANOL;3,4718
CACAPAVA;2025-06;ETANOL;3,3488
CACAPAVA;2025-07;ETANOL;3,3197
CACAPAVA;2025-08;ETANOL;3,4012
CACAPAVA;2025-09;ETANOL;3,5218
CACAPAVA;2025-10;ETANOL;3,5072
CACAPAVA;2025-11;ETANOL;3,6001
CACAPAVA;2025-12;ETANOL;3,7198
CACAPAVA;2025-01;GASOLINA;5,3231
CACAPAVA;2025-02;GASOLINA;5,4484
CACAPAVA;2025-03;GASOLINA;5,4061
CACAPAVA;2025-04;GASOLINA;5,3611
CACAPAVA;2025-05;GASOLINA;5,3798
CACAPAVA;2025-06;GASOLINA;5,2522
CACAPAVA;2025-07;GASOLINA;5,2401
CACAPAVA;2025-08;GASOLINA;5,2353
CACAPAVA;2025-09;GASOLINA;5,2818
CACAPAVA;2025-10;GASOLINA;5,2699
CACAPAVA;2025-11;GASOLINA;5,2338
CACAPAVA;2025-12;GASOLINA;5,2674
CACAPAVA;2025-01;DIESEL S10;5,4828
CACAPAVA;2025-02;DIESEL S10;5,7396
CACAPAVA;2025-03;DIESEL S10;5,7213
CACAPAVA;2025-04;DIESEL S10;5,5121
CACAPAVA;2025-05;DIESEL S10;5,3298
CACAPAVA;2025-06;DIESEL S10;5,3132
CACAPAVA;2025-07;DIESEL S10;5,3302
CACAPAVA;2025-08;DIESEL S10;5,3772
CACAPAVA;2025-09;DIESEL S10;5,3827
CACAPAVA;2025-10;DIESEL S10;5,394
CACAPAVA;2025-11;DIESEL S10;5,4196
CACAPAVA;2025-12;DIESEL S10;5,4321
CAMPINAS;2025-01;ETANOL;3,4796
CAMPINAS;2025-02;ETANOL;3,5873
CAMPINAS;2025-03;ETANOL;3,548
CAMPINAS;2025-04;ETANOL;3,4437
CAMPINAS;2025-05;ETANOL;3,4158
CAMPINAS;2025-06;ETANOL;3,2931
CAMPINAS;2025-07;ETANOL;3,2785
CAMPINAS;2025-08;ETANOL;3,3825
CAMPINAS;2025-09;ETANOL;3,5028
CAMPINAS;2025-10;ETANOL;3,4691
CAMPINAS;2025-11;ETANOL;3,5585
CAMPINAS;2025-12;ETANOL;3,6823
CAMPINAS;2025-01;GASOLINA;5,3605
CAMPINAS;2025-02;GASOLINA;5,4616
CAMPINAS;2025-03;GASOLINA;5,4135
CAMPINAS;2025-04;GASOLINA;5,3748
CAMPINAS;2025-05;GASOLINA;5,3501
CAMPINAS;2025-06;GASOLINA;5,278
CAMPINAS;2025-07;GASOLINA;5,2684
CAMPINAS;2025-08;GASOLINA;5,2761
CAMPINAS;2025-09;GASOLINA;5,282
CAMPINAS;2025-10;GASOLINA;5,2766
CAMPINAS;2025-11;GASOLINA;5,2719
CAMPINAS;2025-12;GASOLINA;5,3079
CAMPINAS;2025-01;DIESEL S10;5,534
CAMPINAS;2025-02;DIESEL S10;5,7732
CAMPINAS;2025-03;DIESEL S10;5,7058
CAMPINAS;2025-04;DIESEL S10;5,4688
CAMPINAS;2025-05;DIESEL S10;5,262
CAMPINAS;2025-06;DIESEL S10;5,2676
CAMPINAS;2025-07;DIESEL S10;5,2949
CAMPINAS;2025-08;DIESEL S10;5,3772
